SN,District,Imperial_Circle,Community,Year,Month,Weekday,Hour,Road,Cycle,Car,Pedestrians,Motorcycle,Goods Vehicle,Others,Total,Collision Type,Accident Type,Light Condition,Road Condition,Accident_Severity,Tend_to_Death
3084,7,1,702,2016,5,3,23,0,0,1,0,0,0,0,1,5,3,2,3,3,0
3085,2,1,203,2016,5,2,19,0,1,0,0,0,0,0,1,0,7,0,3,3,0
3086,3,2,311,2016,4,6,14,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3087,2,6,218,2016,5,4,17,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3088,4,8,419,2016,5,5,15,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3089,3,5,317,2016,5,7,16,0,0,1,0,1,0,0,2,2,6,0,3,2,1
3090,4,8,423,2016,4,7,17,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3091,7,4,705,2016,5,4,18,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3092,1,11,128,2016,5,5,11,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3093,3,3,313,2016,5,2,12,0,0,1,0,1,0,0,2,4,2,0,3,3,0
3094,2,10,222,2016,5,2,2,0,0,1,0,0,0,0,1,1,5,2,3,3,0
3095,1,16,137,2016,4,5,14,0,0,1,0,0,0,0,1,1,2,0,3,3,0
3096,5,2,505,2016,5,2,14,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3097,5,6,514,2016,5,7,22,1,0,1,0,0,0,0,2,3,7,2,3,3,0
3098,6,9,610,2016,4,5,16,0,0,1,0,1,0,0,2,5,3,0,3,3,0
3099,6,12,613,2016,5,2,14,0,1,1,0,0,0,0,2,1,3,0,3,3,0
3100,2,10,222,2016,5,3,20,0,1,1,0,0,0,0,2,3,6,0,3,3,0
3101,1,4,109,2016,5,2,15,0,0,1,1,0,0,0,2,6,4,0,3,2,1
3102,6,1,601,2016,4,5,15,0,0,1,0,0,0,0,1,0,7,0,3,3,0
3103,3,7,319,2016,5,4,8,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3104,2,1,203,2016,5,5,17,0,1,1,0,0,0,0,2,1,5,0,3,3,0
3105,5,18,526,2016,5,3,11,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3106,4,10,427,2016,4,7,9,1,0,1,0,0,1,0,3,3,6,0,3,3,0
3107,3,1,303,2016,5,7,15,0,1,1,0,0,0,0,2,3,2,0,3,3,0
3108,5,11,519,2016,5,4,12,0,0,1,1,0,0,0,2,6,2,0,3,1,1
3109,2,9,221,2016,4,7,11,1,1,0,0,0,0,1,3,3,6,0,3,3,0
3110,6,3,604,2016,5,4,18,0,0,1,0,0,0,0,1,1,6,0,3,2,1
3111,5,10,518,2016,5,5,14,0,1,1,0,0,0,0,2,5,3,0,3,2,1
3112,1,4,110,2016,5,2,15,0,1,0,0,0,0,1,2,3,6,0,3,3,0
3113,5,7,515,2016,5,1,13,1,0,1,0,0,0,0,2,2,6,0,3,3,0
3114,5,5,513,2016,4,5,22,0,0,1,0,0,0,0,1,5,3,2,3,3,0
3115,5,2,508,2016,5,2,19,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3116,7,14,715,2016,5,6,13,0,0,1,0,1,0,0,2,2,6,0,3,3,0
3117,4,11,430,2016,5,6,8,0,0,1,0,0,0,0,1,3,6,0,3,2,1
3118,1,20,141,2016,5,4,14,0,1,0,1,0,0,0,2,6,7,0,3,3,0
3119,5,18,526,2016,5,3,10,0,0,1,0,0,0,0,1,8,1,0,3,3,0
3120,2,11,223,2016,4,7,10,1,0,1,0,0,0,0,2,2,6,0,3,3,0
3121,1,8,125,2016,5,4,18,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3122,3,7,319,2016,5,3,17,0,0,1,0,1,0,0,2,5,2,0,3,2,1
3123,3,1,301,2016,5,7,11,0,1,0,1,0,0,0,2,6,4,0,3,3,0
3124,1,5,114,2016,5,4,16,0,0,1,0,1,0,0,2,2,6,0,3,3,0
3125,3,2,311,2016,5,5,9,0,1,0,0,0,0,1,2,0,7,0,3,3,0
3126,5,18,526,2016,5,3,17,0,1,0,1,0,0,0,2,6,7,0,3,3,0
3127,2,5,215,2016,4,7,11,1,0,1,0,0,0,0,2,5,3,0,3,2,1
3128,3,6,318,2016,5,3,16,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3129,2,1,203,2016,5,7,7,0,0,1,0,0,1,0,2,8,5,0,3,3,0
3130,4,6,415,2016,5,4,0,0,1,1,0,0,0,0,2,1,5,2,3,2,1
3131,1,7,120,2016,5,4,17,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3132,2,4,212,2016,5,5,8,0,1,1,0,0,0,0,2,2,2,0,3,3,0
3133,5,2,508,2016,4,5,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3134,4,10,429,2016,5,2,9,0,0,0,1,0,0,1,2,6,4,0,3,3,0
3135,7,14,715,2016,5,5,17,0,1,1,0,0,0,0,2,4,2,0,3,3,0
3136,1,8,126,2016,5,6,11,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3137,4,6,414,2016,5,6,9,0,1,1,0,0,0,0,2,3,2,0,3,3,0
3138,6,2,602,2016,5,4,20,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3139,4,9,424,2016,5,3,19,0,0,1,0,1,0,0,2,4,2,0,3,2,1
3140,3,5,317,2016,4,7,10,1,1,1,0,0,0,0,3,5,3,0,3,3,0
3141,1,8,122,2016,5,4,9,0,1,1,0,0,0,0,2,3,2,0,3,3,0
3142,3,5,317,2016,5,3,9,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3143,1,4,111,2016,5,7,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3144,1,11,129,2016,5,3,10,1,0,1,0,1,0,0,3,4,2,0,3,3,0
3145,3,2,312,2016,5,4,12,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3146,7,4,705,2016,5,1,11,0,0,1,1,0,0,0,2,6,4,0,3,2,1
3147,5,2,507,2016,4,5,19,1,1,1,0,0,0,0,3,5,3,0,3,3,0
3148,3,1,302,2016,5,4,4,0,0,0,0,1,0,0,1,0,7,1,3,3,0
3149,5,4,512,2016,5,4,12,0,0,1,0,1,0,0,2,5,3,0,3,3,0
3150,1,11,128,2016,5,4,8,0,1,0,0,0,0,1,2,3,2,0,3,3,0
3151,3,9,321,2016,5,4,23,0,0,1,0,0,0,0,1,9,1,2,3,3,0
3152,1,15,134,2016,5,1,23,0,0,1,0,0,0,1,2,0,7,2,3,3,0
3153,5,7,515,2016,4,5,14,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3154,3,1,307,2016,5,4,17,0,0,1,1,0,0,0,2,6,7,0,3,3,0
3155,5,17,525,2016,5,2,16,0,0,1,1,0,0,0,2,6,4,0,3,2,1
3156,1,11,128,2016,5,5,12,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3157,3,6,318,2016,5,6,22,0,1,0,0,0,0,0,1,0,7,2,3,3,0
3158,4,5,409,2016,4,4,8,1,0,1,0,1,0,0,3,5,2,0,3,2,1
3159,4,2,403,2016,4,7,0,0,0,1,0,0,0,0,1,1,7,2,3,3,0
3160,5,3,510,2016,5,4,18,0,0,1,0,0,0,1,2,5,3,0,3,3,0
3161,1,4,112,2016,5,7,23,0,1,1,0,0,0,0,2,3,7,2,3,3,0
3162,1,1,101,2016,5,3,11,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3163,5,4,512,2016,5,3,12,1,0,1,0,0,0,0,2,2,6,0,3,3,0
3164,1,16,136,2016,5,1,12,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3165,4,12,431,2016,4,5,12,0,1,1,0,0,0,0,2,0,7,0,3,3,0
3166,2,4,211,2016,5,4,10,0,0,1,0,1,0,0,2,4,2,0,3,3,0
3167,2,9,221,2016,5,5,16,0,0,1,1,0,0,0,2,0,4,0,3,2,1
3168,1,4,112,2016,5,7,22,0,0,1,1,0,0,0,2,6,7,2,3,3,0
3169,3,3,314,2016,4,7,23,0,0,1,0,0,0,0,1,5,7,2,3,3,0
3170,5,7,515,2016,5,4,11,0,1,1,0,0,0,0,2,5,2,0,3,3,0
3171,4,11,430,2016,5,5,7,0,1,0,0,0,0,1,2,5,2,0,3,3,0
3172,2,1,201,2016,4,7,12,1,0,1,1,0,0,0,3,6,2,0,3,3,0
3173,7,10,711,2016,5,5,18,0,0,1,0,1,0,0,2,4,6,0,3,3,0
3174,1,3,108,2016,5,7,6,0,1,1,0,0,0,0,2,2,6,0,3,3,0
3175,1,12,130,2016,5,1,12,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3176,4,8,419,2016,5,2,20,0,1,1,0,0,0,0,2,0,7,1,3,3,0
3177,4,2,404,2016,5,3,19,0,0,1,0,1,0,0,2,3,7,0,3,3,0
3178,5,18,526,2016,5,1,13,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3179,1,4,111,2016,5,1,20,0,1,1,0,0,0,0,2,2,5,0,3,3,0
3180,5,1,504,2016,4,5,7,0,0,1,0,0,0,1,2,3,2,0,3,3,0
3181,2,1,203,2016,5,5,9,0,1,1,0,0,0,0,2,1,5,0,3,3,0
3182,5,3,511,2016,5,3,7,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3183,1,3,108,2016,4,7,16,1,0,1,0,0,0,0,2,2,6,0,3,3,0
3184,4,1,402,2016,5,3,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3185,1,5,114,2016,5,7,16,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3186,5,11,519,2016,5,4,13,0,1,1,0,0,0,0,2,0,7,0,3,3,0
3187,1,19,140,2016,4,6,11,0,0,1,0,0,1,0,2,1,6,0,3,3,0
3188,5,11,519,2016,5,4,22,0,1,1,0,0,0,0,2,0,7,2,3,3,0
3189,5,1,504,2016,5,5,12,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3190,4,10,426,2016,5,1,18,1,0,1,0,0,0,0,2,3,6,0,3,3,0
3191,3,9,321,2016,4,5,18,0,0,0,0,1,0,0,1,8,1,0,3,3,0
3192,5,11,519,2016,5,2,8,0,0,1,0,0,0,0,1,4,2,0,3,3,0
3193,5,18,526,2016,5,5,15,0,0,1,0,1,0,0,2,5,3,0,3,3,0
3194,5,2,508,2016,5,1,18,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3195,5,4,512,2016,5,1,1,1,0,1,0,0,0,0,2,1,5,2,3,3,0
3196,2,6,218,2016,4,5,17,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3197,5,9,517,2016,5,2,14,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3198,4,13,432,2016,5,7,13,0,0,1,0,0,0,0,1,1,5,0,3,3,0
3199,4,3,406,2016,4,5,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3200,4,12,431,2016,5,6,8,0,1,0,0,0,0,0,1,5,3,0,3,3,0
3201,1,4,112,2016,5,5,12,0,1,1,0,0,0,0,2,1,5,0,3,3,0
3202,5,9,517,2016,5,3,17,0,0,1,0,0,0,1,2,1,5,0,3,3,0
3203,7,9,710,2016,4,6,14,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3204,5,10,518,2016,5,4,14,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3205,3,4,315,2016,5,3,12,0,0,1,0,0,0,0,1,5,2,0,3,3,0
3206,1,19,140,2016,5,6,10,0,0,1,0,0,1,0,2,5,3,0,3,1,1
3207,3,8,320,2016,5,4,15,0,1,1,0,0,0,0,2,1,7,0,3,3,0
3208,4,12,431,2016,5,4,15,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3209,3,5,317,2016,5,5,16,0,0,1,0,0,0,1,2,2,6,0,3,3,0
3210,4,10,427,2016,5,4,14,0,0,1,1,0,0,0,2,5,4,0,3,3,0
3211,4,9,425,2016,5,1,6,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3212,1,4,112,2016,5,4,18,0,0,1,0,1,0,0,2,0,2,0,3,3,0
3213,5,9,517,2016,5,2,7,0,1,0,0,0,0,0,1,5,3,0,3,3,0
3214,7,9,710,2016,5,5,23,0,0,1,0,0,0,0,1,8,1,2,3,2,1
3215,5,18,526,2016,5,6,7,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3216,2,8,220,2016,5,6,14,0,1,1,0,0,0,0,2,5,3,0,3,2,1
3217,4,7,416,2016,4,4,17,1,0,1,0,0,0,0,2,2,6,0,3,3,0
3218,5,4,512,2016,5,4,13,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3219,4,8,423,2016,6,6,17,0,0,1,0,1,0,0,2,0,6,0,3,3,0
3220,5,6,514,2016,6,3,19,1,0,1,0,0,0,0,2,0,6,0,3,2,1
3221,2,8,220,2016,6,3,15,0,1,0,0,0,0,0,1,0,7,0,3,3,0
3222,1,13,131,2016,5,3,19,0,0,1,0,0,0,1,2,5,3,0,3,3,0
3223,1,6,115,2016,6,7,12,0,0,1,0,1,0,0,2,2,6,0,3,3,0
3224,1,11,128,2016,5,5,12,0,0,1,0,0,1,0,2,1,6,0,3,3,0
3225,4,5,413,2016,6,5,10,1,0,1,0,1,0,1,4,5,3,0,3,3,0
3226,1,19,140,2016,6,1,10,0,0,1,0,1,0,0,2,3,2,0,3,3,0
3227,6,1,601,2016,5,2,10,0,0,1,1,0,0,0,2,6,3,0,3,3,0
3228,3,3,313,2016,6,4,18,0,0,1,0,1,0,0,2,5,7,0,3,3,0
3229,3,3,314,2016,6,5,7,0,1,1,0,0,0,0,2,5,2,0,3,3,0
3230,2,1,205,2016,5,7,10,0,1,1,0,0,0,0,2,3,2,0,3,3,0
3231,6,1,601,2016,6,6,21,0,1,1,0,0,0,0,2,0,7,0,3,3,0
3232,1,14,132,2016,5,1,11,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3233,1,12,130,2016,6,2,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3234,6,3,604,2016,5,3,10,0,0,1,0,0,0,0,1,4,2,0,3,3,0
3235,1,5,113,2016,6,6,18,0,1,0,1,0,0,0,2,6,7,0,3,3,0
3236,7,9,710,2016,6,2,18,0,1,0,0,0,0,1,2,4,6,0,3,3,0
3237,4,8,421,2016,5,6,17,0,1,1,0,0,0,0,2,3,6,0,3,3,0
3238,1,11,129,2016,5,5,14,1,0,1,0,0,0,0,2,2,2,0,3,3,0
3239,3,9,321,2016,6,5,13,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3240,2,3,208,2016,5,2,16,0,0,0,0,1,0,0,1,0,1,0,3,3,0
3241,3,2,311,2016,6,4,18,0,1,0,0,0,0,0,1,4,6,0,3,3,0
3242,6,2,602,2016,6,6,8,0,1,0,0,0,0,0,1,4,7,0,3,3,0
3243,5,18,526,2016,6,4,20,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3244,3,2,312,2016,5,7,14,0,0,1,0,1,0,0,2,0,2,0,3,3,0
3245,1,8,123,2016,6,6,17,0,1,0,0,0,0,0,1,3,6,0,3,3,0
3246,3,2,312,2016,6,4,12,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3247,7,10,711,2016,6,4,12,0,0,1,0,0,0,0,1,5,3,0,3,2,1
3248,1,3,105,2016,5,7,17,0,1,0,1,0,0,0,2,0,6,0,3,3,0
3249,1,6,117,2016,6,6,7,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3250,5,6,514,2016,5,1,10,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3251,1,8,123,2016,6,2,17,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3252,5,2,508,2016,5,3,17,0,1,0,0,0,0,1,2,3,2,0,3,3,0
3253,1,12,130,2016,6,5,9,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3254,3,3,314,2016,6,4,11,0,0,1,0,0,0,0,1,5,2,0,3,3,0
3255,5,18,526,2016,5,5,17,1,1,1,0,0,0,0,3,5,3,0,3,3,0
3256,3,8,320,2016,6,5,8,0,1,1,0,0,0,0,2,1,5,0,3,3,0
3257,3,1,310,2016,5,2,15,0,1,0,0,0,0,0,1,4,6,0,3,3,0
3258,5,4,512,2016,6,6,20,0,0,1,0,1,0,0,2,1,5,0,3,2,1
3259,4,6,414,2016,6,4,15,0,1,0,0,0,0,1,2,3,6,0,3,3,0
3260,5,2,509,2016,6,6,14,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3261,2,4,211,2016,6,4,8,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3262,2,10,222,2016,5,1,11,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3263,4,9,425,2016,5,3,11,0,0,1,0,0,0,0,1,4,2,0,3,3,0
3264,5,6,514,2016,6,7,16,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3265,5,17,525,2016,5,5,7,1,1,0,0,0,0,0,2,4,6,0,3,3,0
3266,6,9,610,2016,6,1,18,0,0,0,0,1,0,0,1,0,7,0,3,3,0
3267,1,2,104,2016,6,4,11,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3268,3,2,311,2016,5,1,16,0,1,0,0,0,0,0,1,4,7,0,3,2,1
3269,4,10,429,2016,5,3,16,0,1,1,0,0,0,0,2,5,2,0,3,2,1
3270,4,3,406,2016,5,5,15,1,0,1,0,0,0,1,3,3,5,0,3,3,0
3271,5,10,518,2016,6,5,8,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3272,1,1,102,2016,6,4,7,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3273,1,12,130,2016,6,2,14,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3274,4,13,432,2016,5,5,11,1,0,1,0,0,0,1,3,2,6,0,3,3,0
3275,2,7,219,2016,6,5,22,1,0,1,0,0,0,0,2,2,6,2,3,3,0
3276,7,10,711,2016,5,1,16,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3277,5,2,509,2016,6,6,13,0,0,1,0,0,0,0,1,8,5,0,3,3,0
3278,3,8,320,2016,6,4,14,0,0,1,0,1,0,0,2,4,2,0,3,3,0
3279,1,4,112,2016,5,1,3,0,0,1,0,0,0,0,1,3,6,2,3,3,0
3280,1,5,114,2016,5,7,12,0,0,0,0,1,0,1,2,3,2,0,3,3,0
3281,5,7,515,2016,6,6,11,0,0,1,0,0,0,0,1,1,2,0,3,3,0
3282,1,11,129,2016,6,3,13,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3283,4,10,426,2016,6,3,23,0,0,1,0,0,0,0,1,2,6,2,3,3,0
3284,5,10,518,2016,5,3,8,1,0,1,0,0,0,0,2,2,6,0,3,3,0
3285,5,2,507,2016,6,7,11,0,0,1,0,0,0,0,1,4,2,0,3,3,0
3286,4,13,432,2016,5,5,10,1,1,1,0,0,0,0,3,0,5,0,3,3,0
3287,2,7,219,2016,6,5,11,1,1,1,0,0,0,0,3,5,3,0,3,3,0
3288,6,2,602,2016,6,1,16,0,0,1,0,1,0,0,2,1,5,0,3,3,0
3289,6,2,602,2016,5,2,15,1,0,1,0,0,0,0,2,2,6,0,3,3,0
3290,1,5,113,2016,6,4,17,0,1,0,1,0,0,0,2,6,7,0,3,3,0
3291,3,5,317,2016,6,5,13,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3292,3,6,318,2016,6,5,18,0,0,1,0,1,0,0,2,3,2,0,3,3,0
3293,1,14,133,2016,5,1,14,1,0,1,1,0,0,0,3,6,4,0,3,3,0
3294,7,1,701,2016,5,6,20,0,0,0,0,1,0,1,2,2,7,1,3,3,0
3295,5,8,516,2016,6,6,15,0,0,1,0,0,0,0,1,2,6,0,3,2,1
3296,3,8,320,2016,6,5,15,0,1,0,0,0,0,0,1,0,7,0,3,3,0
3297,3,1,310,2016,6,5,15,0,1,1,0,0,0,0,2,3,6,0,3,3,0
3298,5,18,526,2016,5,1,23,0,0,1,0,0,0,1,2,5,3,2,3,3,0
3299,1,16,135,2016,5,7,4,0,0,0,0,1,0,0,1,7,7,1,3,3,0
3300,1,16,136,2016,5,6,15,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3301,5,10,518,2016,5,3,15,0,0,0,0,0,1,0,1,4,6,0,3,3,0
3302,2,5,215,2016,6,6,8,0,1,1,0,0,0,0,2,3,2,0,3,3,0
3303,5,3,510,2016,6,3,13,0,1,1,0,0,0,0,2,5,7,0,3,3,0
3304,2,4,212,2016,6,3,16,1,1,1,0,0,0,0,3,4,2,0,3,3,0
3305,5,9,517,2016,5,3,18,0,0,1,0,1,0,0,2,3,6,0,3,3,0
3306,5,11,519,2016,6,7,15,0,0,0,0,0,0,1,1,1,6,0,3,3,0
3307,4,5,408,2016,5,5,15,1,0,1,0,0,1,0,3,3,6,0,3,3,0
3308,4,4,407,2016,6,5,10,1,0,1,0,0,0,0,2,4,2,0,3,3,0
3309,6,7,608,2016,6,1,13,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3310,1,8,126,2016,5,2,11,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3311,7,7,708,2016,5,3,17,0,0,1,0,1,0,0,2,4,2,0,3,2,1
3312,1,1,101,2016,6,5,11,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3313,1,16,136,2016,5,6,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3314,5,11,519,2016,6,6,12,0,0,1,0,1,0,0,2,5,2,0,3,3,0
3315,6,2,603,2016,5,7,16,0,1,0,0,0,0,0,1,2,6,0,3,3,0
3316,1,6,115,2016,6,2,11,0,0,1,0,0,0,0,1,1,5,0,3,3,0
3317,4,12,431,2016,5,3,9,1,0,1,0,0,0,0,2,5,3,0,3,3,0
3318,6,3,604,2016,6,5,18,0,0,1,0,0,0,1,2,5,3,0,3,3,0
3319,6,12,613,2016,6,2,11,0,0,0,0,1,0,0,1,9,1,0,3,3,0
3320,2,9,221,2016,5,6,17,1,0,1,0,0,0,0,2,2,6,0,3,3,0
3321,1,11,129,2016,5,7,15,0,0,0,1,0,0,1,2,0,7,0,3,3,0
3322,1,6,115,2016,6,2,13,0,0,1,0,0,0,1,2,2,6,0,3,3,0
3323,6,1,601,2016,5,6,8,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3324,4,4,407,2016,5,3,8,1,0,0,0,0,0,1,2,0,7,0,3,3,0
3325,1,4,111,2016,6,6,13,0,1,1,0,0,0,0,2,3,5,0,3,3,0
3326,5,12,520,2016,6,3,7,0,1,1,0,0,0,0,2,4,2,0,3,3,0
3327,1,6,115,2016,6,3,22,0,1,1,0,0,0,0,2,5,3,1,3,3,0
3328,4,3,406,2016,5,6,15,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3329,4,5,408,2016,5,5,17,1,0,0,0,1,0,0,2,0,1,0,3,3,0
3330,4,3,406,2016,6,5,8,0,1,1,0,0,0,0,2,3,2,0,3,3,0
3331,3,6,318,2016,5,2,18,0,0,1,0,0,0,0,1,5,7,0,3,3,0
3332,6,2,602,2016,5,3,20,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3333,1,16,136,2016,6,4,11,0,1,0,1,0,0,0,2,6,7,0,3,2,1
3334,6,1,601,2016,5,6,16,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3335,4,10,428,2016,6,6,11,0,0,1,0,0,0,0,1,5,2,0,3,3,0
3336,4,9,425,2016,5,7,18,0,1,0,1,0,0,0,2,6,6,0,3,3,0
3337,5,6,514,2016,6,2,14,0,0,1,0,0,0,1,2,5,7,0,3,3,0
3338,4,10,426,2016,5,3,6,1,0,1,0,0,0,0,2,5,3,0,3,3,0
3339,5,4,512,2016,6,5,16,0,0,1,0,0,0,0,1,5,2,0,3,3,0
3340,6,2,603,2016,5,3,7,0,0,1,0,0,0,1,2,0,6,0,3,3,0
3341,1,12,130,2016,6,2,16,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3342,4,10,426,2016,5,5,13,1,0,1,0,0,0,1,3,2,6,0,3,3,0
3343,2,3,208,2016,6,5,15,0,0,0,0,0,0,1,1,2,6,0,3,3,0
3344,4,13,432,2016,5,1,13,1,1,1,0,0,0,0,3,5,3,0,3,3,0
3345,1,12,130,2016,5,3,19,0,0,1,0,0,0,0,1,3,5,0,3,3,0
3346,5,1,503,2016,6,6,13,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3347,5,1,504,2016,6,4,17,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3348,5,11,519,2016,5,7,14,0,0,1,0,1,0,0,2,0,3,0,3,3,0
3349,4,7,416,2016,5,5,15,1,1,0,0,0,0,0,2,5,3,0,3,3,0
3350,1,12,130,2016,5,3,9,0,0,1,0,1,0,0,2,1,5,0,3,3,0
3351,5,1,501,2016,6,6,15,0,0,1,0,0,0,0,1,0,7,0,3,3,0
3352,5,6,514,2016,6,4,11,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3353,1,13,131,2016,5,6,13,0,0,0,0,0,1,1,2,2,6,0,3,2,1
3354,2,9,221,2016,6,6,19,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3355,3,5,317,2016,6,4,17,0,0,1,0,1,0,0,2,1,6,0,3,3,0
3356,4,5,413,2016,5,7,9,0,1,1,0,0,0,0,2,4,2,0,3,3,0
3357,4,7,416,2016,5,3,15,0,0,1,0,0,1,0,2,1,6,0,3,3,0
3358,5,16,524,2016,6,7,11,0,1,1,0,0,0,0,2,5,3,0,3,2,1
3359,4,8,423,2016,5,5,18,1,0,1,0,0,0,0,2,1,6,0,3,3,0
3360,5,11,519,2016,6,5,17,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3361,6,2,602,2016,6,1,11,0,1,1,0,0,0,0,2,4,7,0,3,3,0
3362,1,11,129,2016,5,3,7,0,1,1,0,0,0,0,2,3,2,0,3,3,0
3363,4,4,407,2016,6,5,7,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3364,3,8,320,2016,5,5,16,1,1,1,0,0,0,0,3,5,3,0,3,3,0
3365,3,3,314,2016,6,5,18,0,0,1,0,1,0,0,2,2,5,0,3,3,0
3366,4,13,432,2016,5,1,10,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3367,2,9,221,2016,6,4,16,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3368,4,5,413,2016,5,7,17,0,1,1,0,0,0,0,2,1,5,0,3,3,0
3369,5,7,515,2016,5,6,18,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3370,4,8,419,2016,6,6,8,0,1,0,0,0,0,0,1,4,7,0,3,3,0
3371,5,4,512,2016,6,3,6,0,1,1,0,0,0,0,2,5,2,0,3,3,0
3372,2,9,221,2016,6,3,11,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3373,3,7,319,2016,5,3,12,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3374,5,12,520,2016,6,7,14,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3375,2,5,215,2016,5,5,14,1,1,1,0,0,0,0,3,3,2,0,3,3,0
3376,5,10,518,2016,5,6,17,0,1,1,0,0,0,0,2,4,2,0,3,3,0
3377,4,11,430,2016,6,6,10,0,1,1,0,0,0,0,2,5,3,0,3,2,1
3378,1,1,101,2016,6,4,18,0,1,0,1,0,0,0,2,6,4,0,3,3,0
3379,5,1,504,2016,5,7,11,0,0,1,1,0,0,0,2,6,7,0,3,3,0
3380,3,7,319,2016,5,3,7,1,1,1,0,0,0,0,3,5,3,0,3,3,0
3381,4,5,410,2016,6,7,20,0,0,1,0,0,0,1,2,2,6,1,3,3,0
3382,3,8,320,2016,5,5,23,0,0,1,1,0,0,0,2,6,7,2,3,3,0
3383,1,12,130,2016,6,1,15,0,0,1,0,1,0,0,2,2,2,0,3,3,0
3384,1,8,123,2016,5,3,17,0,0,1,0,0,0,0,1,5,3,0,3,3,0
