SN,District,Imperial_Circle,Community,Year,Month,Weekday,Hour,Road,Cycle,Car,Pedestrians,Motorcycle,Goods Vehicle,Others,Total,Collision Type,Accident Type,Light Condition,Road Condition,Accident_Severity,Tend_to_Death
2783,4,3,406,2016,4,6,6,1,1,1,0,0,0,0,3,5,3,1,3,3,0
2784,5,10,518,2016,4,4,6,0,0,0,0,1,0,0,1,0,1,0,3,3,0
2785,4,5,411,2016,4,2,9,1,1,0,0,0,0,1,3,3,2,0,3,3,0
2786,2,5,215,2016,4,4,19,1,0,1,0,1,0,0,3,5,3,2,3,3,0
2787,4,5,408,2016,4,6,13,1,0,1,0,0,0,0,2,1,6,0,3,3,0
2788,5,17,525,2016,4,4,16,0,1,1,0,0,0,0,2,0,3,0,3,3,0
2789,4,5,411,2016,4,3,14,1,0,1,0,0,0,0,2,5,2,0,3,3,0
2790,2,5,215,2016,4,4,10,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2791,5,1,503,2016,4,1,15,0,1,1,0,0,0,0,2,0,7,0,3,3,0
2792,4,5,409,2016,4,7,12,0,0,1,0,1,0,0,2,3,2,0,3,3,0
2793,4,4,407,2016,4,6,14,0,1,1,0,0,0,0,2,4,2,0,3,3,0
2794,1,1,101,2016,4,4,7,1,0,1,0,0,0,0,2,5,3,0,3,3,0
2795,1,8,125,2016,4,4,23,0,0,1,0,0,0,0,1,5,7,2,3,2,1
2796,3,7,319,2016,4,1,10,1,1,1,0,0,0,0,3,5,3,0,3,3,0
2797,3,8,320,2016,4,6,13,0,0,1,0,0,0,0,1,1,6,0,3,3,0
2798,2,8,220,2016,4,4,8,1,1,1,0,0,0,0,3,2,2,0,3,3,0
2799,1,3,108,2016,4,7,9,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2800,3,5,317,2016,4,6,15,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2801,2,7,219,2016,4,6,18,0,1,0,1,0,0,0,2,6,7,0,3,3,0
2802,2,9,221,2016,4,4,7,0,1,1,0,0,0,0,2,5,2,0,3,3,0
2803,3,9,321,2016,4,2,15,0,1,1,0,0,0,0,2,4,6,0,3,3,0
2804,1,4,111,2016,4,4,16,0,1,0,0,0,0,0,1,7,1,0,3,2,1
2805,4,8,420,2016,4,1,16,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2806,2,9,221,2016,4,6,15,1,0,1,0,1,0,0,3,5,3,0,3,3,0
2807,1,1,102,2016,4,4,15,0,0,1,1,0,0,0,2,6,3,0,3,3,0
2808,1,8,124,2016,4,2,17,1,0,1,0,0,0,0,2,3,6,0,3,3,0
2809,4,6,415,2016,4,1,17,0,0,1,0,1,0,0,2,3,6,0,3,3,0
2810,1,8,126,2016,4,4,9,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2811,2,11,223,2016,4,7,21,0,1,1,0,0,0,0,2,0,3,1,3,3,0
2812,1,8,126,2016,4,3,10,0,0,1,0,0,0,1,2,5,3,0,3,3,0
2813,4,2,403,2016,4,5,16,0,1,1,0,0,0,0,2,5,3,0,3,2,1
2814,5,7,515,2016,4,6,13,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2815,5,17,525,2016,4,5,12,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2816,5,8,516,2016,4,3,17,0,0,1,0,0,0,0,1,5,3,0,3,2,1
2817,1,8,122,2016,4,3,15,1,0,0,1,0,0,1,3,6,4,0,3,2,1
2818,1,12,130,2016,4,3,10,0,0,1,0,1,0,0,2,5,2,0,3,1,1
2819,1,14,133,2016,4,1,13,0,0,1,0,1,0,0,2,5,3,0,3,3,0
2820,7,4,705,2016,5,6,14,0,0,1,1,0,0,0,2,0,4,0,3,2,1
2821,4,5,409,2016,5,6,11,0,1,1,0,0,0,0,2,5,2,0,3,3,0
2822,7,1,702,2016,5,4,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2823,1,1,101,2016,5,4,18,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2824,5,10,518,2016,5,2,16,0,1,1,0,0,0,0,2,1,5,0,3,3,0
2825,1,12,130,2016,5,6,13,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2826,4,11,430,2016,5,3,13,0,1,1,0,0,0,0,2,1,5,0,3,3,0
2827,5,9,517,2016,5,1,6,0,0,1,0,0,0,0,1,9,1,0,3,2,1
2828,1,12,130,2016,5,3,22,0,0,1,0,1,0,0,2,5,2,2,3,2,1
2829,3,1,302,2016,5,4,8,0,1,1,0,0,0,0,2,4,2,0,3,3,0
2830,2,1,204,2016,5,3,16,0,1,0,0,0,0,1,2,5,2,0,3,3,0
2831,6,2,602,2016,4,6,7,0,0,0,1,0,0,1,2,6,3,0,3,3,0
2832,5,7,515,2016,5,4,23,0,0,1,0,0,0,0,1,5,2,2,3,3,0
2833,5,2,508,2016,5,5,19,0,0,1,0,1,0,0,2,4,2,0,3,3,0
2834,3,2,312,2016,5,6,17,0,1,0,1,0,0,0,2,6,4,0,3,3,0
2835,1,6,115,2016,4,5,20,0,0,1,0,0,0,0,1,3,6,1,3,3,0
2836,4,13,432,2016,5,2,17,0,1,0,0,0,0,0,1,4,6,0,3,3,0
2837,5,18,526,2016,5,6,14,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2838,4,5,410,2016,5,1,18,0,0,1,0,1,0,0,2,1,6,0,3,3,0
2839,1,3,108,2016,5,3,14,0,1,1,0,0,0,0,2,3,6,0,3,3,0
2840,7,10,711,2016,5,3,21,0,0,1,0,0,0,0,1,2,6,2,3,3,0
2841,5,3,510,2016,5,3,19,0,0,1,0,0,0,0,1,3,6,0,3,3,0
2842,6,2,603,2016,5,2,10,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2843,4,5,409,2016,5,1,22,0,0,1,1,0,0,0,2,6,4,2,3,2,1
2844,5,11,519,2016,5,3,19,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2845,1,5,114,2016,5,4,10,0,0,0,0,0,0,1,1,3,7,0,3,3,0
2846,1,12,130,2016,5,2,10,0,0,1,0,0,0,1,2,3,6,0,3,3,0
2847,1,12,130,2016,4,6,19,0,0,1,0,0,0,1,2,3,7,0,3,3,0
2848,5,7,515,2016,5,4,15,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2849,4,6,415,2016,5,5,14,0,0,1,0,0,0,0,1,3,6,0,3,2,1
2850,4,10,428,2016,5,1,18,0,1,0,0,0,0,0,1,0,1,0,3,2,1
2851,2,7,219,2016,5,2,17,0,1,1,0,0,0,0,2,0,5,0,3,3,0
2852,4,5,413,2016,5,6,10,0,1,1,0,0,0,0,2,1,6,0,3,3,0
2853,1,16,136,2016,5,5,6,0,1,1,0,0,0,0,2,5,2,0,3,3,0
2854,5,5,513,2016,5,2,22,0,0,1,0,0,0,0,1,5,3,2,3,3,0
2855,2,12,225,2016,5,2,16,0,1,1,0,0,0,0,2,3,2,0,3,3,0
2856,1,12,130,2016,5,7,21,1,0,1,0,0,0,0,2,4,2,2,3,3,0
2857,1,12,130,2016,4,6,17,0,0,1,0,0,0,0,1,2,2,0,3,3,0
2858,3,2,311,2016,5,5,14,0,0,0,0,0,0,1,1,3,6,0,3,3,0
2859,7,8,709,2016,5,3,17,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2860,3,7,319,2016,5,2,8,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2861,5,10,518,2016,5,3,17,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2862,2,11,224,2016,5,1,11,0,1,1,0,0,0,0,2,2,2,0,3,3,0
2863,1,11,129,2016,4,6,21,0,0,1,0,0,0,0,1,5,2,2,3,3,0
2864,2,4,212,2016,5,5,18,0,1,1,0,0,0,0,2,3,2,0,3,3,0
2865,3,9,321,2016,5,2,10,0,1,0,1,0,0,0,2,6,7,0,3,3,0
2866,2,4,212,2016,5,1,13,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2867,5,4,512,2016,5,4,17,0,0,1,1,0,0,0,2,6,4,0,3,3,0
2868,3,4,316,2016,5,2,19,0,0,1,0,0,0,1,2,2,6,0,3,3,0
2869,5,1,503,2016,5,6,15,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2870,4,9,425,2016,5,5,20,0,1,1,0,0,0,0,2,5,7,0,3,3,0
2871,5,6,514,2016,5,2,17,0,1,1,0,0,0,0,2,5,3,0,3,2,1
2872,5,2,509,2016,5,1,14,1,0,1,0,0,0,0,2,3,7,0,3,3,0
2873,1,12,130,2016,4,6,5,1,0,1,0,0,0,1,3,1,5,1,3,3,0
2874,2,1,204,2016,5,3,18,0,1,1,0,0,0,0,2,4,2,0,3,3,0
2875,2,1,206,2016,5,7,23,1,0,1,0,0,0,0,2,4,3,2,3,3,0
2876,4,13,432,2016,5,6,12,0,0,1,0,0,0,1,2,2,6,0,3,3,0
2877,1,17,138,2016,5,5,12,0,0,0,0,0,1,0,1,4,2,0,3,3,0
2878,7,4,705,2016,5,3,11,0,0,1,0,0,0,1,2,1,5,0,3,3,0
2879,4,2,404,2016,5,2,17,0,1,1,0,0,0,0,2,5,2,0,3,3,0
2880,5,1,504,2016,5,6,12,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2881,5,17,525,2016,5,3,13,0,1,0,0,0,0,0,1,4,6,0,3,2,1
2882,2,8,220,2016,5,1,12,0,1,1,0,0,0,0,2,5,2,0,3,3,0
2883,2,4,214,2016,5,4,7,0,1,1,0,0,0,0,2,5,3,0,3,2,1
2884,4,7,416,2016,5,6,19,0,0,1,0,0,0,0,1,3,6,0,3,2,1
2885,1,16,137,2016,5,4,17,0,0,1,0,1,0,0,2,5,3,0,3,3,0
2886,4,6,415,2016,5,4,11,0,1,1,0,0,0,0,2,3,2,0,3,3,0
2887,5,18,526,2016,5,2,8,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2888,4,6,415,2016,5,4,5,0,1,1,0,0,0,0,2,1,5,0,3,3,0
2889,2,11,223,2016,5,6,9,0,1,0,0,0,0,0,1,0,7,0,3,3,0
2890,2,8,220,2016,5,5,12,0,0,1,0,0,0,1,2,1,7,0,3,3,0
2891,1,6,118,2016,4,6,12,0,0,1,0,0,0,0,1,4,2,0,3,3,0
2892,3,3,313,2016,5,3,10,1,1,1,0,0,0,0,3,5,2,0,3,3,0
2893,7,14,715,2016,5,5,19,0,1,1,0,0,0,0,2,3,6,0,3,3,0
2894,1,7,119,2016,5,6,9,0,0,1,0,1,0,0,2,3,7,0,3,3,0
2895,4,6,415,2016,5,6,12,0,1,1,0,0,0,0,2,1,5,0,3,3,0
2896,6,14,615,2016,5,4,16,0,1,1,0,0,0,0,2,5,2,0,3,3,0
2897,7,2,703,2016,5,3,15,0,0,0,0,1,0,1,2,0,6,0,3,3,0
2898,2,1,203,2016,5,2,14,0,0,1,0,0,0,1,2,2,6,0,3,3,0
2899,2,8,220,2016,5,6,18,0,0,1,0,0,0,0,1,0,7,0,3,3,0
2900,4,13,432,2016,5,3,15,0,0,1,0,0,0,0,1,1,6,0,3,3,0
2901,2,8,220,2016,5,1,19,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2902,1,12,130,2016,5,3,12,0,0,1,0,0,0,0,1,1,7,0,3,3,0
2903,1,5,114,2016,5,4,13,0,0,0,1,0,0,1,2,6,4,0,3,3,0
2904,5,18,526,2016,5,2,16,0,0,1,0,0,0,0,1,3,6,0,3,3,0
2905,5,18,526,2016,4,6,7,0,1,0,0,0,0,1,2,5,3,0,3,3,0
2906,5,7,515,2016,5,4,14,0,0,1,0,0,0,1,2,0,7,0,3,3,0
2907,5,11,519,2016,5,5,17,0,0,1,0,0,0,0,1,1,6,0,3,3,0
2908,1,1,101,2016,5,6,7,0,1,0,0,0,0,0,1,5,3,0,3,3,0
2909,1,5,114,2016,4,5,9,0,0,1,0,0,0,0,1,1,6,0,3,3,0
2910,5,4,512,2016,4,6,11,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2911,4,13,432,2016,5,4,15,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2912,2,1,201,2016,5,3,17,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2913,6,2,603,2016,5,5,8,0,0,1,0,0,0,0,1,5,2,0,3,3,0
2914,5,8,516,2016,5,6,10,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2915,2,7,219,2016,5,6,17,0,0,1,0,0,0,0,1,1,6,0,3,3,0
2916,7,10,711,2016,4,4,16,1,0,1,1,0,0,0,3,6,4,0,3,3,0
2917,3,2,312,2016,5,2,14,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2918,3,1,310,2016,5,6,14,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2919,1,3,108,2016,5,1,20,0,1,1,0,0,0,0,2,5,3,1,3,3,0
2920,2,9,221,2016,5,3,17,0,0,0,0,1,0,0,1,9,1,0,3,3,0
2921,1,16,137,2016,5,3,7,0,0,1,0,0,0,1,2,5,2,0,3,3,0
2922,5,6,514,2016,5,2,14,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2923,5,18,526,2016,4,6,17,1,0,1,0,0,0,0,2,2,6,0,3,3,0
2924,4,7,416,2016,5,4,18,0,0,1,0,0,0,0,1,3,6,0,3,3,0
2925,4,10,426,2016,5,5,15,0,1,1,0,0,0,0,2,0,7,0,3,3,0
2926,1,1,102,2016,5,1,13,0,0,1,0,1,0,0,2,3,6,0,3,3,0
2927,5,5,513,2016,5,4,17,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2928,1,1,101,2016,5,2,21,0,0,1,0,0,0,0,1,3,7,2,3,3,0
2929,1,13,131,2016,5,5,19,0,1,0,0,0,0,0,1,0,1,0,3,2,1
2930,1,13,131,2016,5,5,14,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2931,1,15,134,2016,5,7,1,0,0,1,0,0,0,0,1,5,7,2,3,3,0
2932,5,7,515,2016,5,2,18,0,0,1,1,0,0,0,2,6,7,0,3,3,0
2933,6,1,601,2016,5,1,0,1,0,1,0,0,0,0,2,5,3,2,3,3,0
2934,4,9,425,2016,4,6,17,0,0,1,0,0,0,0,1,1,6,0,3,3,0
2935,1,3,105,2016,5,2,17,0,1,1,0,0,0,0,2,1,5,0,3,3,0
2936,1,11,129,2016,5,7,18,0,0,1,0,1,0,0,2,2,6,0,3,3,0
2937,4,13,432,2016,5,2,14,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2938,5,7,515,2016,5,2,13,0,1,1,0,0,0,0,2,5,3,0,3,2,1
2939,2,9,221,2016,5,3,11,1,0,1,0,0,1,0,3,5,3,0,3,2,1
2940,5,12,520,2016,5,2,16,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2941,3,2,312,2016,5,1,14,1,0,1,0,0,0,0,2,2,6,0,3,3,0
2942,5,2,505,2016,4,6,13,0,0,1,0,0,0,0,1,3,6,0,3,3,0
2943,2,1,203,2016,5,5,12,0,1,1,0,0,0,0,2,4,2,0,3,3,0
2944,1,16,136,2016,5,3,11,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2945,1,1,101,2016,5,2,13,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2946,4,13,432,2016,5,3,14,0,0,0,1,0,0,1,2,0,4,0,3,3,0
2947,1,11,129,2016,5,7,8,0,0,1,0,0,0,1,2,3,6,0,3,3,0
2948,5,11,519,2016,5,4,8,0,0,1,0,0,0,0,1,3,6,0,3,3,0
2949,1,5,114,2016,5,2,9,0,0,1,0,1,0,0,2,3,6,0,3,2,1
2950,6,10,611,2016,5,5,2,0,0,1,0,0,0,0,1,0,1,2,3,3,0
2951,5,1,501,2016,5,5,15,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2952,5,9,517,2016,5,1,13,1,0,1,0,0,0,0,2,4,7,0,3,3,0
2953,5,3,511,2016,4,6,14,1,0,1,0,0,0,0,2,2,6,0,3,3,0
2954,1,1,102,2016,5,3,11,1,0,1,0,0,0,0,2,5,3,0,3,3,0
2955,7,4,705,2016,5,6,22,0,0,1,1,0,0,0,2,6,4,2,3,2,1
2956,4,5,408,2016,5,6,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2957,7,16,717,2016,5,4,15,0,0,0,0,1,0,0,1,0,1,0,3,2,1
2958,1,16,137,2016,5,3,18,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2959,1,11,129,2016,5,1,20,0,1,1,0,0,0,0,2,5,3,0,3,2,1
2960,7,12,713,2016,5,2,6,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2961,5,9,517,2016,5,7,18,1,1,1,0,0,0,0,3,5,3,0,3,3,0
2962,5,2,507,2016,4,6,8,0,0,1,0,0,1,0,2,0,7,0,3,3,0
2963,2,2,207,2016,5,5,7,0,1,0,1,0,0,0,2,6,7,0,3,3,0
2964,6,2,602,2016,5,3,10,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2965,1,8,122,2016,5,1,11,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2966,4,12,431,2016,5,3,13,0,0,1,0,0,0,1,2,1,6,0,3,3,0
2967,1,6,117,2016,5,7,21,0,0,1,0,0,0,0,1,5,3,1,3,3,0
2968,4,8,421,2016,5,4,11,0,0,1,0,1,0,0,2,3,6,0,3,2,1
2969,6,12,613,2016,5,5,0,0,0,0,0,1,0,0,1,0,1,2,3,3,0
2970,3,5,317,2016,5,5,8,0,1,0,0,0,0,0,1,2,7,0,3,3,0
2971,4,12,431,2016,5,2,8,0,1,1,0,0,0,0,2,5,2,0,3,3,0
2972,5,8,516,2016,4,6,1,0,0,1,0,0,0,0,1,5,3,2,3,3,0
2973,4,10,426,2016,5,4,9,0,0,1,0,1,0,0,2,2,6,0,3,3,0
2974,7,1,702,2016,5,2,12,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2975,7,16,717,2016,5,5,16,0,0,1,0,0,0,0,1,2,2,0,3,3,0
2976,5,6,514,2016,5,6,10,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2977,3,8,320,2016,5,6,15,0,1,1,0,0,0,0,2,3,2,0,3,3,0
2978,1,12,130,2016,4,4,17,1,0,1,0,0,0,0,2,5,3,0,3,3,0
2979,5,4,512,2016,5,4,14,0,0,0,0,1,0,1,2,5,2,0,3,3,0
2980,1,12,130,2016,5,3,10,0,0,1,0,0,0,0,1,3,7,0,3,3,0
2981,3,3,314,2016,5,1,10,0,1,1,0,0,0,0,2,5,3,0,3,3,0
2982,1,11,128,2016,5,5,16,0,0,1,0,0,0,0,1,3,6,0,3,3,0
2983,4,4,407,2016,5,3,19,0,0,1,0,1,0,0,2,5,2,0,3,3,0
2984,5,5,513,2016,5,7,8,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2985,5,7,515,2016,5,3,17,0,0,1,0,0,0,0,1,3,6,0,3,3,0
2986,1,5,113,2016,5,4,11,0,0,1,0,0,0,0,1,5,3,0,3,3,0
2987,1,8,123,2016,5,5,18,0,1,0,1,0,0,0,2,6,7,0,3,3,0
2988,4,5,408,2016,5,3,10,0,0,1,0,0,0,0,1,1,6,0,3,3,0
2989,5,18,526,2016,5,7,18,0,0,1,0,0,0,0,1,5,3,0,3,2,1
2990,1,5,114,2016,5,4,14,0,0,1,0,0,0,1,2,5,3,0,3,3,0
2991,5,6,514,2016,5,4,21,0,0,1,0,0,0,0,1,0,6,1,3,3,0
2992,3,9,321,2016,5,4,16,0,1,1,0,0,0,0,2,5,2,0,3,3,0
2993,4,5,411,2016,5,2,12,0,1,1,0,0,0,0,2,1,5,0,3,3,0
2994,4,13,432,2016,4,6,23,0,0,1,0,0,0,1,2,5,7,2,3,2,1
2995,3,9,321,2016,5,4,13,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2996,5,18,526,2016,5,5,13,0,0,1,0,0,0,0,1,2,6,0,3,3,0
2997,2,1,206,2016,5,6,23,0,0,1,0,1,0,0,2,3,7,2,3,3,0
2998,1,6,117,2016,4,4,18,1,0,1,0,0,0,1,3,4,2,0,3,3,0
2999,7,13,714,2016,4,7,10,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3000,4,9,424,2016,5,5,6,0,0,1,0,0,0,1,2,4,2,0,3,3,0
3001,5,4,512,2016,5,7,18,0,0,1,0,1,0,0,2,2,2,0,3,3,0
3002,1,5,114,2016,5,3,10,1,0,1,0,1,0,0,3,1,6,0,3,3,0
3003,5,10,518,2016,5,3,11,1,0,1,0,0,1,0,3,4,1,0,3,2,1
3004,4,10,429,2016,5,2,20,0,0,1,0,0,0,0,1,2,2,0,3,3,0
3005,4,4,407,2016,4,6,14,0,0,1,1,0,0,0,2,0,2,0,3,3,0
3006,2,5,217,2016,5,5,12,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3007,2,5,216,2016,5,2,15,0,1,0,1,0,0,0,2,6,4,0,3,3,0
3008,4,5,411,2016,4,6,9,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3009,2,12,225,2016,5,4,18,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3010,4,10,427,2016,5,5,18,0,0,0,0,1,0,1,2,2,6,0,3,3,0
3011,5,2,505,2016,5,7,8,0,0,1,1,0,0,0,2,6,2,0,3,3,0
3012,1,16,137,2016,4,7,0,0,0,1,0,1,0,0,2,2,7,2,3,3,0
3013,5,11,519,2016,5,5,18,0,0,1,0,1,0,0,2,0,2,0,3,3,0
3014,7,8,709,2016,5,5,20,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3015,3,8,320,2016,5,2,14,0,0,0,0,1,0,0,1,5,2,0,3,3,0
3016,4,6,415,2016,5,2,11,0,1,0,0,0,0,0,1,5,3,0,3,3,0
3017,1,3,108,2016,5,1,3,0,1,1,0,0,0,0,2,4,3,2,3,3,0
3018,4,6,415,2016,4,6,16,0,1,0,0,0,0,1,2,4,6,0,3,3,0
3019,3,2,312,2016,5,5,18,0,0,1,0,1,0,0,2,3,2,0,3,2,1
3020,1,14,132,2016,5,3,17,0,0,1,0,1,0,0,2,5,2,0,3,3,0
3021,6,2,602,2016,4,7,22,0,0,0,1,0,0,1,2,6,6,2,3,2,1
3022,4,5,413,2016,5,3,9,0,1,1,0,0,0,0,2,0,2,0,3,3,0
3023,4,12,431,2016,5,7,18,0,0,1,0,0,0,0,1,5,2,0,3,3,0
3024,5,10,518,2016,5,4,11,0,0,1,0,0,1,0,2,3,7,0,3,3,0
3025,4,12,431,2016,5,5,10,0,0,1,0,0,0,0,1,0,3,0,3,2,1
3026,4,10,426,2016,5,5,18,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3027,4,13,432,2016,5,7,19,0,0,1,1,0,0,0,2,6,4,0,3,2,1
3028,1,12,130,2016,4,7,14,1,0,1,0,0,0,1,3,2,2,0,3,3,0
3029,4,5,410,2016,5,5,13,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3030,5,18,526,2016,5,5,8,0,0,1,0,0,0,1,2,1,7,0,3,3,0
3031,2,8,220,2016,5,2,20,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3032,5,6,514,2016,5,1,18,1,0,1,0,0,0,0,2,4,6,0,3,2,1
3033,5,1,502,2016,4,6,7,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3034,1,16,137,2016,5,2,8,0,1,1,0,0,0,0,2,2,6,0,3,3,0
3035,3,4,315,2016,5,7,13,0,1,0,0,0,0,1,2,4,2,0,3,3,0
3036,3,8,320,2016,4,6,19,0,0,1,0,0,0,0,1,1,6,0,3,3,0
3037,4,13,432,2016,5,6,7,0,1,1,0,0,0,0,2,0,3,0,3,3,0
3038,1,3,108,2016,5,5,14,0,0,1,0,1,0,0,2,2,6,0,3,3,0
3039,5,4,512,2016,5,3,19,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3040,5,4,512,2016,4,7,23,0,0,1,0,0,0,0,1,5,2,2,3,3,0
3041,2,8,220,2016,5,5,14,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3042,5,1,503,2016,5,3,9,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3043,4,13,432,2016,5,7,15,0,0,1,0,0,0,0,1,2,2,0,3,3,0
3044,2,8,220,2016,5,4,6,0,0,1,1,0,0,0,2,0,2,0,3,3,0
3045,2,4,214,2016,5,5,14,0,1,0,0,0,0,0,1,8,1,0,3,3,0
3046,2,3,210,2016,5,5,19,0,0,1,0,1,0,0,2,0,6,0,3,3,0
3047,4,10,427,2016,5,4,6,0,1,0,1,0,0,0,2,6,6,0,3,3,0
3048,2,5,215,2016,5,2,11,0,1,1,0,0,0,0,2,1,3,0,3,3,0
3049,2,8,220,2016,4,6,7,0,0,1,0,1,0,0,2,1,5,0,3,3,0
3050,3,9,321,2016,5,4,14,0,0,1,0,0,0,0,1,2,7,0,3,3,0
3051,1,15,134,2016,5,2,18,0,1,0,0,0,0,0,1,0,7,0,3,2,1
3052,7,4,705,2016,5,5,16,0,1,0,0,0,0,1,2,0,3,0,3,2,1
3053,5,7,515,2016,5,6,9,0,1,0,0,0,0,1,2,5,3,0,3,3,0
3054,3,6,318,2016,5,1,15,0,1,0,1,0,0,0,2,6,7,0,3,2,1
3055,2,1,204,2016,4,6,12,0,0,0,0,0,0,1,1,3,6,0,3,3,0
3056,1,8,121,2016,5,2,15,0,0,1,0,0,0,0,1,3,6,0,3,3,0
3057,7,7,708,2016,5,6,9,0,0,1,0,0,0,0,1,4,2,0,3,3,0
3058,4,6,415,2016,5,6,19,0,0,1,0,1,0,0,2,5,2,0,3,3,0
3059,1,16,137,2016,5,4,13,0,1,0,1,0,0,0,2,6,7,0,3,3,0
3060,5,7,515,2016,5,3,13,0,1,0,0,0,0,1,2,3,2,0,3,3,0
3061,4,6,415,2016,4,7,17,0,0,1,0,0,0,1,2,0,2,0,3,3,0
3062,3,2,312,2016,5,5,10,0,0,1,0,0,0,0,1,5,3,0,3,3,0
3063,2,9,221,2016,5,3,14,0,1,1,0,0,0,0,2,3,3,0,3,3,0
3064,4,6,415,2016,5,7,16,0,1,1,0,0,0,0,2,0,5,0,3,2,1
3065,1,12,130,2016,5,3,19,0,0,1,1,0,0,0,2,6,4,0,3,3,0
3066,1,5,113,2016,5,4,23,0,0,1,0,0,0,0,1,3,6,2,3,3,0
3067,2,8,220,2016,5,2,10,0,1,1,0,0,0,0,2,5,2,0,3,3,0
3068,3,2,311,2016,4,6,13,0,1,0,0,0,0,1,2,5,3,0,3,2,1
3069,3,8,320,2016,5,4,7,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3070,4,9,424,2016,5,5,7,0,1,1,0,0,0,0,2,3,2,0,3,3,0
3071,1,3,108,2016,5,6,11,0,1,1,0,0,0,0,2,4,2,0,3,3,0
3072,5,7,515,2016,4,4,13,1,0,1,0,1,0,0,3,5,3,0,3,2,1
3073,4,7,416,2016,4,7,15,1,0,1,0,0,0,0,2,3,6,0,3,3,0
3074,1,5,114,2016,5,5,16,0,0,1,0,0,0,0,1,2,6,0,3,3,0
3075,3,8,320,2016,5,7,12,0,0,1,0,1,0,0,2,4,2,0,3,3,0
3076,3,4,315,2016,5,2,18,0,1,0,0,0,0,0,1,0,7,0,3,3,0
3077,2,8,220,2016,5,6,13,0,0,0,0,1,0,0,1,8,1,0,3,3,0
3078,5,12,520,2016,4,4,7,1,0,1,0,0,0,1,3,2,6,0,3,3,0
3079,4,10,427,2016,4,7,11,1,0,1,0,0,0,1,3,9,5,0,3,3,0
3080,7,14,715,2016,5,4,17,0,0,1,0,1,0,0,2,5,3,0,3,3,0
3081,3,8,320,2016,5,3,10,0,0,1,0,0,0,1,2,1,6,0,3,3,0
3082,3,7,319,2016,5,7,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
3083,2,11,224,2016,5,3,22,0,0,1,0,0,0,0,1,9,1,2,3,3,0
