OBJECTID_1,OBJECTID,Admin0,Admin1,Admin2,Admin3,Year,Month,Day,DayofWeek,AccCategory,KindoCollision,TypeoAccident,LightingCond,RoadCondition,Bicycle,PassengerCar,Pedestrian,Motorcycle/Scooter,HGV,OtherAccidents,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
955,9270,2,4,7,417,2016,4,14,3,3,1,6,0,1,0,1,0,0,0,0,568439.8219,5935634.716,10.0333694,53.56511716
956,9272,2,3,4,316,2016,6,7,5,3,3,2,0,0,1,1,0,0,0,0,564138.6643,5937815.119,9.968884906,53.58525637
957,9273,2,1,16,136,2016,4,17,2,3,2,6,0,1,0,1,0,0,0,0,568599.5322,5927718.979,10.03404595,53.49395631
958,9274,2,3,7,319,2016,6,12,1,3,1,6,0,1,0,1,0,0,0,0,561033.1185,5943056.803,9.923005845,53.63273582
959,9275,2,3,7,319,2016,11,17,4,3,3,7,2,1,0,1,0,0,1,0,561327.3271,5942940.038,9.927431517,53.63165204
960,9276,2,1,16,136,2016,7,18,5,3,2,6,0,0,0,1,0,0,0,0,567863.3779,5925916.933,10.02256176,53.47785632
961,9278,2,4,2,403,2016,10,18,2,3,2,6,2,0,0,1,0,0,0,0,564701.0054,5938077.072,9.977432655,53.58754152
962,9279,2,1,6,117,2016,10,6,3,3,3,6,2,1,0,1,0,0,1,0,568187.8476,5933652.492,10.0291331,53.54733544
963,9280,2,3,9,321,2016,9,12,2,3,3,6,0,0,0,1,0,0,0,0,561163.8318,5938886.611,9.924163477,53.59524168
964,9281,2,1,6,117,2016,4,8,2,2,5,2,0,0,1,0,0,0,1,0,568401.7143,5933210.203,10.03226361,53.54333271
965,9282,2,2,7,219,2016,9,14,6,2,2,6,0,0,0,1,0,1,0,0,560756.6448,5932988.401,9.916864545,53.54227938
966,9283,2,7,14,715,2016,8,21,6,3,5,3,2,1,0,1,0,0,0,1,556751.0705,5925157.495,9.855007356,53.47234599
967,9284,2,7,10,711,2016,12,18,4,3,1,6,2,0,0,1,0,0,0,0,561693.1269,5925048.863,9.92943235,53.4708138
968,9287,2,2,9,221,2016,8,14,6,3,3,6,0,0,0,0,0,0,0,1,556410.2306,5936281.45,9.851876425,53.57236079
969,9289,2,7,1,701,2016,8,12,6,3,1,6,0,0,0,1,0,0,0,0,565555.2814,5923785.722,9.987344621,53.4589948
970,9290,2,1,3,106,2016,10,17,1,3,0,1,1,1,0,1,0,1,0,0,564765.631,5933828.64,9.977527853,53.54935179
971,9291,2,7,1,701,2016,9,17,2,3,5,2,0,0,1,0,0,0,1,0,564946.0944,5924418.499,9.978301714,53.46475729
972,9292,2,7,11,712,2016,9,19,6,3,2,6,2,1,0,1,0,0,0,0,560667.6047,5926512.513,9.914267359,53.48408759
973,9293,2,3,8,320,2016,4,15,2,3,2,6,0,1,0,1,0,0,0,1,560368.867,5941294.096,9.912619903,53.6169708
974,9294,2,2,6,218,2016,12,2,4,3,5,3,2,1,0,1,0,0,1,0,559513.842,5934972.08,9.898489839,53.56024997
975,9295,2,3,7,319,2016,11,16,1,3,4,2,2,1,0,1,0,0,0,0,560165.835,5942444.342,9.909773303,53.62733183
976,9299,2,1,1,102,2016,7,8,5,3,2,6,0,0,0,1,0,0,0,1,565479.1662,5933626.59,9.988253405,53.54744741
977,9300,2,7,9,710,2016,7,9,4,3,5,3,0,0,0,0,0,0,0,1,563934.4357,5922596.414,9.962694709,53.44850514
978,9302,2,3,5,317,2016,11,10,5,3,2,6,0,0,0,1,0,0,0,0,563647.8288,5939869.072,9.961890656,53.60377559
979,9303,2,7,10,711,2016,10,16,2,3,1,6,0,0,0,1,0,0,0,0,561588.52,5923563.168,9.927565502,53.45747329
980,9304,2,4,8,419,2016,9,11,4,3,5,2,0,0,1,1,0,0,0,0,567519.53,5937433.25,10.0198653,53.58140004
981,9305,2,7,10,711,2016,9,17,7,3,5,3,0,0,0,1,0,0,0,0,562758.2416,5925090.095,9.9454846,53.47105851
982,9306,2,3,9,321,2016,4,14,2,3,2,6,0,1,0,1,0,0,1,0,561449.0396,5938570.75,9.928410007,53.59236958
983,9307,2,3,1,307,2016,12,10,5,3,2,6,0,0,0,1,0,0,0,0,562917.9131,5936405.43,9.950162785,53.57273495
984,9308,2,3,8,320,2016,11,5,2,3,3,6,2,0,0,1,0,0,1,0,560863.7111,5939964.131,9.919839775,53.60496068
985,9311,2,1,6,117,2016,8,18,5,3,1,6,0,0,0,1,0,0,0,0,568305.4107,5933409.944,10.03085415,53.54514035
986,9313,2,2,3,209,2016,7,16,6,3,5,3,0,0,1,1,0,0,0,0,562196.4378,5935384.324,9.939065621,53.56364393
987,9314,2,7,10,711,2016,7,4,5,3,0,7,1,0,1,0,1,0,0,0,564970.5893,5924407.62,9.978668379,53.46465649
988,9315,2,1,1,101,2016,6,15,5,3,2,6,0,0,0,1,0,0,0,0,566424.7493,5933633.333,10.0025238,53.54738924
989,9316,2,1,6,117,2016,11,8,5,3,5,2,0,0,0,1,0,0,0,0,568144.623,5933702.595,10.02849176,53.54779134
990,9317,2,3,9,321,2016,4,13,2,3,5,3,0,1,0,1,0,0,1,0,561171.2126,5938879.333,9.924273554,53.59517541
991,9318,2,6,2,602,2016,12,16,5,3,1,6,2,1,0,1,0,0,0,0,580290.7929,5927192.029,10.21010118,53.48756655
992,9319,2,1,3,107,2016,7,23,1,3,3,6,2,0,0,1,0,1,0,0,565052.1381,5933762.05,9.981837645,53.5487179
993,9320,2,4,2,405,2016,11,15,3,3,5,2,0,1,0,1,0,0,0,0,565118.2975,5938997.134,9.98392772,53.59575864
994,9321,2,2,9,221,2016,6,18,5,3,5,2,0,0,1,1,0,0,0,0,556056.0444,5936334.186,9.84653781,53.57287272
995,9322,2,3,9,321,2016,11,4,3,3,0,7,2,0,0,1,0,1,0,0,561832.3185,5937468.574,9.933981536,53.58241888
996,9324,2,3,7,319,2016,4,11,2,2,3,6,0,1,0,0,0,1,0,1,561487.4769,5944582.043,9.930177677,53.6463904
997,9326,2,1,6,115,2016,4,11,1,3,2,6,0,1,0,0,0,0,1,0,567302.0092,5933468.347,10.01572618,53.54579478
998,9327,2,4,2,403,2016,11,4,3,3,5,3,2,1,1,1,0,0,0,0,565125.0895,5938651.083,9.983958064,53.59264777
999,9328,2,3,6,318,2016,7,14,5,2,7,1,0,0,0,0,0,0,0,1,562065.2209,5942231.07,9.9384474,53.62519339
1000,9330,2,2,7,219,2016,10,1,7,3,3,6,2,0,0,1,0,0,0,0,559464.5463,5934326.338,9.897622856,53.55445197
1001,9331,2,3,1,305,2016,10,4,3,2,5,3,2,1,0,1,0,0,0,0,563526.9303,5936623.833,9.95940296,53.5746244
1002,9332,2,2,5,216,2016,9,21,2,3,5,3,2,0,0,1,0,0,0,0,559613.6162,5935495.536,9.900095815,53.5649432
1003,9333,2,6,2,602,2016,9,20,1,3,5,2,2,0,1,1,0,0,0,0,580327.8302,5927170.199,10.21065367,53.48736472
1004,9334,2,4,7,416,2016,4,13,1,3,2,6,0,0,0,1,0,0,0,0,567976.7262,5934709.642,10.02617714,53.55686358
1005,9335,2,7,10,711,2016,8,9,4,3,2,3,0,0,0,1,0,0,0,0,562089.2266,5925070.893,9.935403238,53.47096524
1006,9336,2,1,8,124,2016,8,8,6,3,0,6,0,1,0,1,0,0,1,0,569197.6665,5934254.206,10.04450431,53.55261101
1007,9337,2,1,16,136,2016,12,16,2,3,2,6,1,0,0,1,0,0,0,1,567377.1722,5930280.346,10.01617417,53.51713391
1008,9340,2,3,5,317,2016,8,15,5,3,3,6,0,0,1,0,0,1,0,0,563665.8008,5939789.52,9.962145969,53.60305845
1009,9342,2,1,1,102,2016,8,12,6,3,2,6,0,0,0,1,0,0,0,0,565324.5882,5933667.535,9.985929348,53.54783465
1010,9343,2,3,1,304,2016,10,9,7,3,3,6,0,0,0,1,0,0,1,0,562572.9775,5936421.849,9.944957767,53.57292376
1011,9344,2,7,2,703,2016,9,16,5,3,2,6,0,0,0,1,0,0,0,1,566299.7204,5923859.574,9.99857052,53.45956537
1012,9345,2,1,16,136,2016,4,13,6,3,2,6,0,0,0,1,0,0,0,0,568642.1176,5927806.077,10.03470681,53.49473353
1013,9346,2,6,1,601,2016,12,17,3,3,2,6,2,1,0,1,0,0,0,0,575454.3469,5931336.803,10.13822262,53.52553086
1014,9347,2,1,16,136,2016,11,12,6,3,2,6,0,0,0,1,0,0,0,0,568553.7922,5927622.127,10.03333544,53.49309184
1015,9351,2,3,8,320,2016,7,14,3,3,3,6,0,0,0,1,0,0,1,0,560577.4436,5940763.703,9.915669442,53.61217989
1016,9353,2,3,6,318,2016,11,12,4,3,2,6,0,1,0,1,0,0,0,0,562860.737,5941398.768,9.950306027,53.61761838
1017,9354,2,1,6,117,2016,4,9,6,3,1,6,0,0,0,1,0,0,0,0,568006.31,5933114.584,10.02627675,53.54252472
1018,9355,2,1,16,136,2016,6,22,2,2,3,1,1,1,0,1,0,0,1,0,567891.0717,5926241.072,10.02304905,53.48076588
1019,9356,2,1,8,124,2016,12,16,2,3,3,2,2,1,1,0,0,0,1,0,569813.3962,5934147.067,10.0537728,53.55156662
1020,9357,2,7,10,711,2016,7,18,4,2,6,4,0,0,0,1,1,0,0,0,563520.0388,5925020.994,9.956945742,53.47034611
1021,9358,2,3,4,316,2016,11,12,5,3,0,7,0,1,0,1,0,0,0,0,563841.9759,5937259.296,9.964290094,53.58029724
1022,9359,2,1,19,140,2016,6,15,3,3,3,6,0,0,0,1,0,0,1,0,561886.7018,5931726.202,9.933665897,53.53080352
1023,9361,2,6,1,601,2016,6,18,5,3,2,6,0,0,0,1,0,0,0,0,579726.0305,5927619.304,10.20169998,53.49149221
1024,9362,2,7,9,710,2016,10,13,6,3,2,6,0,1,0,1,0,0,0,0,561098.8633,5921838.791,9.919857057,53.44203232
1025,9363,2,1,7,120,2016,10,16,6,3,2,6,0,0,0,1,0,0,0,0,567996.2326,5934469.694,10.02641936,53.55470461
1026,9364,2,1,12,130,2016,6,8,2,2,2,6,0,0,0,0,0,0,1,1,574624.024,5930912.059,10.12559874,53.52183229
1027,9366,2,3,9,321,2016,4,11,6,3,3,7,0,0,0,1,0,0,0,0,561792.9886,5937680.278,9.933429463,53.58432617
1028,9369,2,3,9,321,2016,4,10,6,3,3,6,0,0,0,1,0,0,0,1,561516.3963,5938526.929,9.929418883,53.59196784
1029,9370,2,1,2,104,2016,10,12,4,3,3,2,0,0,1,0,0,0,1,0,568111.2884,5932148.877,10.02765049,53.53383214
1030,9371,2,6,1,601,2016,11,10,4,3,0,3,0,0,1,0,0,0,1,0,579516.9468,5927756.613,10.19858405,53.49275781
1031,9372,2,2,9,221,2016,4,16,6,3,2,2,0,0,0,1,0,1,0,0,556819.6427,5936248.967,9.858052473,53.57202466
1032,9373,2,1,6,117,2016,6,12,3,3,6,4,0,0,0,1,1,0,0,0,568269.2011,5933442.342,10.03031485,53.54543622
1033,9374,2,1,12,130,2016,12,8,3,3,3,6,0,1,0,1,0,0,1,0,576079.7776,5933731.651,10.14823733,53.54696273
1034,9375,2,2,13,226,2016,7,17,6,3,2,6,0,0,0,1,0,0,0,0,552825.5908,5937108.699,9.797889099,53.58016904
1035,9376,2,2,6,218,2016,11,9,2,3,1,6,0,0,0,1,0,0,0,0,558630.9469,5935858.881,9.885328819,53.56831947
1036,9377,2,1,8,124,2016,6,14,4,3,1,5,0,0,0,1,0,0,0,0,569748.4494,5934159.201,10.05279537,53.55168431
1037,9379,2,2,1,206,2016,6,13,7,3,3,2,0,0,1,1,0,0,0,0,563860.76,5934706.27,9.964051769,53.55735016
1038,9380,2,6,1,601,2016,10,13,7,3,3,7,0,0,0,1,0,0,0,0,576488.7678,5930644.585,10.15365428,53.51916048
1039,9381,2,3,5,317,2016,10,0,7,3,1,5,2,0,1,1,0,0,0,0,563956.8747,5938933.367,9.966368486,53.59532856
1040,9383,2,3,1,306,2016,4,9,6,3,5,3,0,0,1,1,0,0,0,0,563083.18,5936267.16,9.952630272,53.57147242
1041,9385,2,6,2,603,2016,4,13,5,3,5,3,0,0,1,1,0,0,0,0,580837.84,5927155.465,10.21833454,53.48715422
1042,9386,2,2,9,221,2016,11,14,2,3,0,7,0,0,0,1,0,0,0,1,557234.2808,5936222.506,9.864308432,53.57174177
1043,9388,2,1,8,125,2016,10,20,6,2,5,7,2,1,0,1,0,0,0,0,570219.3874,5934072.594,10.05988301,53.55084319
1044,9389,2,3,7,319,2016,10,19,2,3,2,6,2,1,0,1,0,0,0,0,561483.3564,5944427.176,9.930084724,53.64499906
1045,9390,2,3,1,305,2016,9,4,1,3,5,3,2,0,0,1,0,0,0,0,563529.0182,5936630.47,9.959435837,53.5746838
1046,9391,2,7,10,711,2016,9,10,6,3,1,6,0,0,0,1,0,0,1,0,560694.6149,5926191.411,9.914612272,53.48119856
1047,9392,2,2,13,226,2016,4,8,5,3,5,3,0,0,0,1,0,0,0,0,553125.0266,5937037.073,9.802399164,53.57949504
1048,9393,2,7,13,714,2016,8,16,3,3,2,6,0,0,0,1,0,0,0,0,559013.0968,5925137.083,9.889078622,53.47191387
1049,9394,2,4,4,407,2016,8,23,5,2,9,1,2,1,0,1,0,0,0,0,565498.96,5940126,9.989915721,53.60585654
1050,9395,2,2,9,221,2016,12,18,1,3,2,6,2,0,0,1,0,0,0,0,557296.0466,5936212.836,9.865239281,53.57164812
1051,9398,2,3,9,321,2016,8,16,4,3,3,2,0,0,1,1,0,0,0,0,561727.6525,5937913.142,9.932488724,53.58642669
1052,9400,2,3,8,320,2016,8,16,4,3,2,6,0,0,0,1,0,0,1,0,560409.4317,5941570.39,9.913286648,53.61944927
1053,9401,2,4,5,409,2016,9,11,6,3,3,2,0,0,1,1,0,0,0,0,566337.4508,5938659.517,10.00227406,53.59257156
1054,9402,2,4,6,414,2016,9,7,4,3,2,6,0,0,0,1,0,0,0,0,567507.2521,5937402.026,10.01967312,53.58112101
1055,9403,2,3,7,319,2016,4,13,5,3,0,1,0,0,0,0,0,1,0,0,560176.24,5942527.764,9.909946746,53.62808037
1056,9404,2,3,9,321,2016,12,13,2,3,2,6,0,0,0,1,0,0,0,0,561716.3936,5937949.255,9.932325809,53.58675257
1057,9405,2,3,9,321,2016,11,15,6,3,2,6,0,0,0,1,0,0,1,1,561776.6807,5937755.466,9.933198042,53.58500383
1058,9406,2,7,14,715,2016,7,16,3,3,2,6,0,1,0,1,0,1,0,0,555018.233,5925010.77,9.828877906,53.47121118
1059,9410,2,1,16,136,2016,7,16,2,3,3,6,0,0,0,1,0,0,0,0,569535.9011,5929459.663,10.04854385,53.5094772
1060,9412,2,2,5,216,2016,6,10,1,3,2,7,0,0,0,1,0,0,0,0,560756.4057,5935438.373,9.917337074,53.56429838
1061,9413,2,7,10,711,2016,4,17,4,3,2,6,0,0,0,1,0,0,0,0,561235.7439,5925022.858,9.922537602,53.47063347
1062,9414,2,7,3,704,2016,6,13,7,3,2,6,0,0,0,1,0,0,0,0,568397.9194,5922230.803,10.02981274,53.44465887
1063,9415,2,4,8,419,2016,6,18,4,3,4,2,0,1,0,1,0,0,0,0,567516.7787,5937440.069,10.01982522,53.58146168
1064,9416,2,3,1,307,2016,12,20,7,3,1,6,2,0,0,1,0,0,0,0,563033.6656,5936301.372,9.951889566,53.57178584
1065,9417,2,4,5,409,2016,7,10,3,3,5,3,0,0,1,1,0,0,0,0,566398.0993,5938636.209,10.00318526,53.59235441
1066,9418,2,3,4,316,2016,11,14,3,3,2,6,0,1,0,1,0,0,0,0,564120.6114,5937894.943,9.968628644,53.58597597
1067,9419,2,3,7,319,2016,6,5,2,3,1,6,0,0,0,1,0,1,0,0,562671.3307,5944940.884,9.948156599,53.64947492
1068,9421,2,3,1,306,2016,6,15,5,3,0,5,0,0,1,1,0,0,0,0,563504.8382,5936557.881,9.959055955,53.57403435
1069,9422,2,2,5,217,2016,10,18,5,3,2,6,2,0,0,1,0,0,0,0,558168.3742,5935984.049,9.878368176,53.5694959
1070,9423,2,3,8,320,2016,10,11,5,3,3,6,0,0,0,1,0,0,1,0,560574.5222,5940769.501,9.915626416,53.61223234
1071,9424,2,4,5,409,2016,6,10,2,3,0,7,0,0,1,1,0,0,0,0,566491.9599,5938599.924,10.0045954,53.59201641
1072,9425,2,2,6,218,2016,9,17,4,3,5,2,0,0,1,0,0,0,0,1,558842.495,5935806.664,9.888512943,53.56782649
1073,9426,2,7,14,715,2016,4,12,4,3,2,6,0,0,0,1,0,0,0,0,556304.7897,5925198.797,9.848291938,53.47276511
1074,9427,2,2,13,226,2016,12,17,5,2,2,6,2,0,0,1,0,0,0,0,552847.3254,5937103.656,9.798216494,53.58012152
1075,9430,2,7,10,711,2016,4,9,3,3,1,6,0,0,0,1,0,0,0,0,562763.2574,5925089.644,9.945560064,53.47105385
1076,9431,2,1,7,119,2016,10,13,2,3,3,6,0,0,0,1,0,0,0,0,567948.1487,5934301.921,10.02565718,53.55320303
1077,9432,2,4,2,405,2016,11,0,1,2,9,1,2,1,0,1,0,0,0,0,565115.7338,5939164.778,9.983923998,53.59726561
1078,9433,2,1,1,102,2016,10,15,6,3,3,6,0,0,0,1,0,0,0,0,565408.1741,5933645.497,9.987186076,53.54762618
1079,9434,2,2,5,215,2016,9,18,5,3,5,3,0,0,1,1,0,0,0,0,561354.6511,5935375.321,9.926356073,53.5636621
1080,9435,2,7,10,711,2016,9,22,4,2,5,3,2,0,0,1,0,0,0,0,562680.5104,5925097.084,9.944315109,53.47113057
1081,9436,2,2,5,216,2016,4,16,3,3,2,6,0,0,0,1,0,0,0,0,560009.5296,5935583.713,9.906089763,53.56569056
1082,9437,2,6,2,602,2016,8,12,2,3,5,2,0,0,1,1,0,0,0,0,580321.0436,5927174.342,10.21055247,53.48740299
1083,9438,2,4,4,407,2016,11,12,4,3,1,6,0,0,0,1,0,0,0,0,566118.3726,5940914.423,9.999442939,53.61286441
1084,9439,2,7,9,710,2016,8,23,2,3,5,3,2,1,0,1,0,0,0,0,563590.8692,5922364.302,9.957475325,53.4464606
1085,9442,2,3,5,317,2016,8,12,2,3,2,2,0,0,0,1,0,0,0,0,563980.4853,5938749.45,9.966687446,53.59367277
1086,9444,2,1,11,129,2016,7,14,1,3,3,6,0,0,0,1,0,0,0,0,570949.7778,5935022.202,10.07112087,53.55927914
1087,9445,2,1,2,104,2016,7,16,2,3,5,3,0,0,1,1,0,0,0,0,568103.4276,5932133.859,10.02752864,53.5336982
1088,9446,2,7,13,714,2016,6,18,4,3,2,6,0,0,0,1,0,0,0,0,559997.7846,5925038.012,9.903892786,53.47091218
1089,9447,2,2,9,221,2016,9,18,3,3,3,3,0,0,0,1,0,0,0,0,556528.3334,5936257.719,9.853655436,53.57213479
1090,9448,2,1,12,130,2016,4,11,2,3,0,1,0,0,0,1,0,0,0,1,575617.9496,5932432.592,10.14095471,53.53535503
1091,9449,2,1,16,136,2016,12,19,6,3,3,6,2,1,0,1,0,0,1,0,570267.6816,5929461.426,10.05957683,53.50939577
1092,9450,2,7,2,703,2016,11,14,3,3,8,1,0,1,0,1,0,0,0,0,567974.0761,5924387.965,10.02389865,53.46410078
1093,9451,2,3,7,319,2016,10,12,7,3,5,2,0,0,0,1,0,0,0,0,560228.1557,5943012.397,9.910825473,53.63242997
1094,9452,2,6,1,601,2016,9,4,6,3,0,7,2,0,0,1,0,1,0,0,577348.2619,5930156.951,10.16649443,53.51465245
1095,9453,2,1,3,106,2016,9,18,6,3,5,3,0,0,1,1,0,0,0,0,564269.3603,5933969.97,9.970067718,53.55068294
1096,9454,2,2,6,218,2016,4,7,2,3,2,6,0,0,0,1,0,0,0,0,558614.9399,5935862.881,9.885087895,53.56835721
1097,9455,2,2,6,218,2016,8,12,3,3,3,2,0,0,1,1,0,0,0,0,557634.34,5936163.471,9.870338162,53.5711674
1098,9456,2,1,16,136,2016,8,6,3,3,3,6,0,0,0,1,0,0,1,0,570732.5317,5929445.267,10.0665814,53.50918822
1099,9459,2,4,5,412,2016,8,7,3,3,6,3,0,0,1,0,1,0,0,0,567347.0113,5938032.051,10.01738914,53.58680372
1100,9461,2,1,4,110,2016,8,7,3,3,6,3,0,0,1,0,1,0,0,0,563577.5546,5935010.277,9.959838963,53.56011675
1101,9462,2,4,6,414,2016,9,16,5,3,4,2,0,0,1,1,0,0,0,0,567707.2514,5936623.465,10.02252465,53.5740982
1102,9463,2,1,6,117,2016,7,19,4,3,3,6,0,0,0,1,0,0,0,0,568018.1088,5934065.298,10.02666154,53.55106741
1103,9464,2,7,14,715,2016,6,5,4,3,0,7,0,0,1,0,0,0,0,0,553895.0223,5924669.107,9.811899438,53.46825654
1104,9465,2,7,10,711,2016,9,5,3,3,2,6,1,0,0,1,0,0,0,0,559494.7422,5925113.561,9.896329562,53.47164826
1105,9466,2,1,3,107,2016,4,0,7,3,3,6,2,1,0,1,0,1,0,0,565026.1734,5933770.396,9.981447556,53.54879613
1106,9467,2,1,14,133,2016,12,10,1,3,5,3,0,1,0,1,0,0,0,0,568411.5607,5932740.961,10.03230957,53.53911428
1107,9468,2,3,6,318,2016,11,18,5,3,0,7,2,0,1,0,0,0,0,0,562910.5955,5941240.429,9.951027671,53.61618936
1108,9469,2,6,9,610,2016,7,14,2,3,3,6,0,0,0,0,0,0,0,1,574750.6354,5926812.553,10.12653081,53.48497234
1109,9473,2,1,4,111,2016,7,15,2,3,3,6,0,0,0,1,0,0,1,1,563999.135,5934219.48,9.966040708,53.55295837
1110,9475,2,3,9,321,2016,6,8,6,3,2,2,0,1,0,1,0,0,0,0,561459.6965,5938560.279,9.928568931,53.59227421
1111,9476,2,7,3,704,2016,4,13,6,3,1,6,0,1,0,1,0,0,0,0,568396.9926,5922244.613,10.02980179,53.44478312
1112,9477,2,3,6,318,2016,6,17,3,3,1,6,0,1,0,1,0,0,0,0,562788.0022,5944927.489,9.949918754,53.64934055
1113,9478,2,1,7,120,2016,12,15,5,2,6,4,2,1,0,0,1,0,1,0,568748.9871,5935129.801,10.03792553,53.56053902
1114,9479,2,2,9,221,2016,7,20,2,3,0,2,0,0,0,1,0,0,0,1,556529.209,5936257.55,9.853668627,53.57213318
1115,9480,2,7,11,712,2016,5,14,2,3,2,6,0,0,0,1,0,0,0,1,560623.625,5927782.398,9.913849992,53.49550582
1116,9482,2,3,6,318,2016,6,15,4,3,3,2,0,0,1,1,0,0,0,0,563196.8843,5940759.285,9.955257257,53.61183074
1117,9483,2,3,7,319,2016,10,19,4,3,2,6,2,0,0,1,0,0,0,0,561856.0264,5944690.037,9.935773738,53.64731753
1118,9484,2,1,1,102,2016,10,10,5,2,1,7,0,0,0,1,0,0,0,0,566005.9118,5933637.353,9.996204343,53.54747819
1119,9485,2,4,13,432,2016,6,2,1,2,8,1,2,0,0,0,0,1,0,0,566718.6909,5943752.893,10.0091242,53.63829787
1120,9486,2,1,8,124,2016,9,18,3,3,5,2,0,0,0,1,0,0,0,0,568946.1941,5934256.132,10.04070957,53.5526614
1121,9487,2,1,8,124,2016,4,14,6,3,1,6,0,1,0,1,0,0,0,0,569563.5689,5934193.743,10.05001296,53.55201926
1122,9488,2,1,8,124,2016,9,9,1,3,2,6,0,1,0,1,0,0,0,0,569781.1012,5934153.1,10.05328677,53.55162514
1123,9489,2,4,7,417,2016,8,14,4,3,2,6,0,0,0,1,0,0,0,0,568701.6149,5935213.658,10.0372289,53.56129885
1124,9490,2,3,4,316,2016,12,22,1,3,5,2,2,1,1,1,0,0,0,0,564182.2736,5937679.958,9.969515768,53.58403631
1125,9493,2,7,13,714,2016,10,18,7,3,2,6,0,0,0,1,0,0,0,0,559233.6095,5925128.386,9.892398737,53.47181095
1126,9494,2,4,6,414,2016,11,9,5,3,6,4,0,0,0,1,1,0,0,0,567717.8139,5936608.597,10.02268091,53.57396322
1127,9495,2,1,16,136,2016,10,9,3,2,3,6,0,0,0,1,0,0,1,0,570153.0247,5929446.431,10.05784487,53.50927631
1128,9496,2,1,7,120,2016,9,18,4,3,2,6,0,0,0,1,0,0,0,0,568037.3506,5934637.388,10.02707644,53.55620637
1129,9497,2,1,19,140,2016,9,21,1,3,2,6,2,0,0,1,0,0,0,0,561046.6404,5930226.582,9.920701634,53.51742401
1130,9498,2,1,19,140,2016,4,14,6,3,1,6,0,1,0,1,0,0,0,0,560729.048,5929821.672,9.91583392,53.51382166
1131,9499,2,1,6,117,2016,11,7,3,3,2,6,1,0,0,1,0,0,0,0,568135.1151,5933721.605,10.02835243,53.54796342
1132,9502,2,3,7,319,2016,8,14,7,3,5,3,0,0,0,1,0,0,0,0,561141.6176,5943133.311,9.924661481,53.63341076
1133,9504,2,4,5,409,2016,7,20,6,3,6,4,1,0,0,0,1,1,0,0,565818.3049,5938742.922,9.994449332,53.59338657
1134,9505,2,6,9,610,2016,7,16,6,3,8,1,0,0,0,1,0,0,0,0,575549.4925,5926654.676,10.13852941,53.48343945
1135,9506,2,1,16,136,2016,6,13,4,3,2,6,0,0,0,1,0,0,0,1,568026.0577,5926518.149,10.02514283,53.48323861
1136,9507,2,7,14,715,2016,11,15,6,3,5,2,0,0,1,1,0,0,0,0,556330.0599,5925197.172,9.848672323,53.47274781
1137,9508,2,6,2,603,2016,9,18,2,3,5,3,0,0,1,1,0,0,0,0,581362.1873,5927253.025,10.22626046,53.48795015
1138,9509,2,3,6,318,2016,4,8,6,3,5,3,0,1,1,1,0,0,0,0,562925.7847,5941171.602,9.951243347,53.61556897
1139,9510,2,2,3,209,2016,12,13,6,3,2,6,0,1,0,1,0,0,0,0,562229.764,5935383.49,9.939568552,53.56363248
1140,9511,2,3,8,320,2016,11,11,3,3,1,6,0,1,0,1,0,0,0,0,560661.813,5940611.376,9.916914902,53.61080111
1141,9512,2,2,5,216,2016,7,21,6,3,1,6,1,0,0,1,0,0,0,1,559930.4953,5936525.987,9.905077397,53.57416823
1142,9515,2,3,9,321,2016,4,16,6,3,1,6,0,1,0,1,0,0,0,0,562320.0131,5936425.945,9.941138962,53.57299068
1143,9517,2,3,1,305,2016,6,12,4,2,6,4,0,0,0,0,1,0,0,1,563634.8833,5936828.609,9.961074785,53.5764517
1144,9518,2,3,1,307,2016,4,16,6,3,5,3,0,1,0,1,0,0,0,0,562917.018,5936406.243,9.950149433,53.57274236
1145,9519,2,1,8,124,2016,6,17,7,3,1,2,0,0,0,1,0,0,0,0,569289.4959,5934243.332,10.04588777,53.55250117
1146,9520,2,2,3,208,2016,11,13,4,3,5,2,0,1,0,1,0,0,0,0,562835.1484,5935244.382,9.94867953,53.56231014
1147,9521,2,1,8,121,2016,7,19,5,3,6,4,0,0,0,0,1,0,0,1,568762.0639,5935106.967,10.0381179,53.5603321
1148,9523,2,1,4,111,2016,10,13,2,3,6,7,0,0,1,0,1,0,0,0,564184.9986,5934036.626,9.968808264,53.55129231
1149,9524,2,3,5,317,2016,10,15,3,3,5,3,0,1,1,1,0,0,0,0,563718.8811,5939570.179,9.962903181,53.60108072
1150,9525,2,1,11,128,2016,9,9,2,3,2,6,0,0,0,1,0,0,0,0,571597.6782,5933602.88,10.0805752,53.54643573
1151,9526,2,7,10,711,2016,7,16,1,3,0,1,0,1,0,0,0,1,0,0,563910.9604,5924933.761,9.962816422,53.46951481
1152,9529,2,1,1,101,2016,4,8,6,3,0,3,0,1,1,1,0,0,0,0,566567.47,5933662.16,10.0046836,53.54763025
1153,9531,2,1,16,136,2016,6,16,5,2,2,6,0,0,0,1,0,1,0,0,568521.0877,5927553.274,10.03282752,53.49247731
1154,9532,2,7,9,710,2016,4,13,5,3,2,6,0,0,0,1,0,0,1,0,564182.6207,5922744.644,9.966461422,53.44980719
1155,9533,2,2,3,209,2016,6,8,2,3,3,2,0,1,1,0,0,0,1,0,562558.1841,5935568.137,9.944563399,53.56525292
