type_of_accident,lighting_conditions,road_conditions,impact_on_obstacle_next_to_the_road,location_innercity_extraurban,street_class,kind_of_accident,gender,feature_x,feature_y,day_of_week,vacation,month,hour_cat,age,casualty_age,casualty_gender,accident_categore,accident_severity
1,2,0,5,1,5.0,5,1.0,485599.4664,5878288.573,2,0,10,6,37,26,1.0,5.0,0.0
2,0,0,5,1,5.0,2,1.0,486372.0931,5881479.306,2,0,9,5,46,43,1.0,5.0,0.0
5,1,1,5,2,1.0,3,1.0,490182.8735,5875298.4,3,0,11,4,75,66,1.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,477890.5277,5891766.039,6,0,10,4,48,33,1.0,5.0,0.0
2,0,0,5,2,1.0,6,1.0,490623.2107,5875589.802,3,0,10,5,25,37,1.0,3.0,0.0
1,0,0,5,1,5.0,7,2.0,481303.9101,5877298.022999999,6,0,11,3,62,48,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,492854.8926,5878987.735,4,1,10,3,23,44,1.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,488689.5766,5880923.828,2,0,11,4,31,44,1.0,5.0,0.0
0,0,0,5,1,5.0,7,2.0,487618.4702,5876681.602999999,2,0,9,5,25,44,1.0,5.0,0.0
9,2,0,5,1,5.0,7,2.0,485598.9475,5878292.241,3,0,9,6,73,44,1.0,5.0,0.0
1,0,1,5,1,5.0,7,2.0,493516.8998,5883427.384,6,0,9,5,32,57,2.0,5.0,0.0
9,0,0,3,2,1.0,1,2.0,491316.662,5884481.197000002,7,0,10,4,53,44,1.0,2.0,1.0
3,0,1,5,1,5.0,6,2.0,493243.2429,5886384.668,6,0,9,4,29,30,2.0,5.0,0.0
3,2,1,5,2,1.0,6,1.0,494331.5501,5876218.406,2,1,10,6,65,65,1.0,5.0,0.0
0,2,1,5,1,5.0,7,1.0,480696.1143,5882550.0929999985,3,0,5,6,31,43,1.0,5.0,0.0
3,2,0,5,1,5.0,6,1.0,487285.4222,5881448.646000002,6,1,12,2,19,77,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,490288.1949,5879463.947000002,6,0,1,3,53,42,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,488505.7204,5880330.591,7,1,10,4,43,46,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,487733.1623,5881032.347999998,2,1,10,4,31,55,1.0,5.0,0.0
0,2,1,5,1,5.0,7,1.0,480699.4967,5882542.031,4,0,10,6,63,44,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,482275.4913,5877230.932999998,3,0,9,4,70,15,1.0,3.0,0.0
1,2,1,5,1,5.0,7,2.0,483470.5558,5882218.732000002,5,0,10,1,58,61,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,486257.2478,5879769.196,2,0,9,2,48,38,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,486476.6218,5879655.116,2,0,11,4,45,52,2.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,490933.3441,5880158.96,7,0,6,3,50,50,2.0,5.0,0.0
3,0,1,5,1,2.0,3,1.0,485697.4215,5879403.116,2,1,1,2,33,50,1.0,5.0,0.0
0,2,0,5,1,5.0,6,1.0,497591.7421,5879146.437999999,5,0,11,5,58,36,1.0,5.0,0.0
5,0,0,5,1,2.0,3,1.0,487584.5744,5877786.247,6,0,11,3,74,35,1.0,5.0,0.0
2,2,1,5,1,5.0,6,1.0,484934.8436,5883433.129,4,0,11,5,38,27,2.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,487759.342,5881038.137,4,0,3,4,46,70,1.0,5.0,0.0
8,0,0,4,1,5.0,1,1.0,482799.1066,5886760.504,5,0,11,2,37,44,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,485355.051,5881848.121,6,0,12,2,72,54,1.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,493161.3883,5881102.127,7,0,12,4,48,49,1.0,5.0,0.0
1,2,0,5,1,5.0,5,1.0,486894.1176,5882544.539,2,0,12,5,38,43,1.0,5.0,0.0
2,1,0,5,2,1.0,6,1.0,488937.3706,5874932.307,4,1,10,5,50,24,1.0,2.0,1.0
1,0,0,5,1,5.0,7,2.0,492472.4842,5880031.228999998,5,0,12,3,50,24,2.0,5.0,0.0
2,0,1,5,1,2.0,6,1.0,490833.2985,5874998.846,6,0,12,4,60,24,1.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,487933.0687,5880013.464,3,0,12,4,36,80,2.0,5.0,0.0
2,1,1,5,1,5.0,6,2.0,488479.2619,5881984.5660000015,5,1,10,2,38,44,2.0,5.0,0.0
3,2,0,5,1,5.0,2,1.0,494251.2219,5878925.615,4,1,12,5,42,45,2.0,5.0,0.0
1,0,1,5,1,5.0,7,1.0,485743.0096,5878550.325,3,0,12,3,57,41,1.0,4.0,1.0
3,0,1,5,2,1.0,6,2.0,484292.5294,5886660.792,2,0,12,2,47,35,1.0,5.0,0.0
2,2,1,5,1,5.0,6,1.0,487367.1188,5881353.122,7,0,12,5,26,39,2.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,491595.3954,5879683.825,5,1,12,2,21,48,1.0,5.0,0.0
3,1,1,5,1,5.0,6,2.0,485599.1724,5878288.1,2,0,12,2,34,28,2.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,485805.9091,5880788.248,4,0,11,2,33,51,1.0,5.0,0.0
3,2,1,5,1,5.0,6,1.0,492001.3263,5878343.743,1,0,11,5,54,38,1.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,486602.4997,5881668.072000002,6,0,11,4,53,18,1.0,5.0,0.0
5,0,0,5,1,5.0,2,1.0,483454.2358,5885803.619,1,0,11,4,64,38,1.0,4.0,1.0
3,1,0,5,1,5.0,6,1.0,486247.6575,5882477.518999998,1,0,5,6,40,22,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,484845.0265,5883630.682,5,0,11,4,63,62,2.0,5.0,0.0
3,1,1,5,1,5.0,6,1.0,486783.5770000001,5880904.339,2,0,11,4,24,54,1.0,5.0,0.0
1,2,0,5,1,5.0,5,1.0,480222.8885,5891561.253,5,0,1,2,27,49,1.0,5.0,0.0
2,1,0,5,1,5.0,6,1.0,471649.1385,5893672.012999998,3,0,1,5,24,53,1.0,5.0,0.0
2,2,0,5,1,5.0,6,1.0,485938.5764,5883782.142000001,3,0,1,6,44,34,1.0,5.0,0.0
8,0,1,4,1,5.0,7,2.0,482686.9385,5887686.681,5,0,1,4,24,45,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,495653.1364,5882318.59,4,0,1,3,92,45,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,485547.2218,5880692.146000002,3,0,11,5,28,54,2.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,497637.0552,5878684.783,7,0,1,4,46,29,1.0,5.0,0.0
3,1,1,5,1,5.0,6,1.0,482508.9084,5887099.248,3,0,12,5,52,53,1.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,475107.0356,5891365.665,5,0,1,4,85,61,1.0,5.0,0.0
0,2,0,5,2,1.0,7,1.0,486794.5981,5885437.417,7,0,5,6,26,45,1.0,5.0,0.0
2,2,1,5,1,5.0,6,2.0,492756.7938,5877619.8,1,0,1,5,21,46,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,484058.2588,5885048.347,7,0,2,4,42,32,1.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,480274.3171,5890917.299,7,0,9,4,32,30,2.0,5.0,0.0
1,2,2,5,1,5.0,1,1.0,490491.6888,5880006.853999998,1,0,1,5,34,62,1.0,5.0,0.0
2,2,1,5,1,5.0,6,1.0,483463.5264,5885790.535,2,0,2,5,26,25,2.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,487944.2781,5880832.9010000015,3,1,1,3,45,60,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,488938.5287,5880207.975,7,0,12,4,50,34,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,483416.2451,5884780.22,4,1,12,4,51,51,1.0,5.0,0.0
5,2,0,5,1,5.0,3,2.0,487194.5438,5881530.482999999,2,0,12,5,76,62,1.0,5.0,0.0
0,2,0,5,1,5.0,7,1.0,488844.4907,5880141.004,4,0,2,6,74,45,1.0,5.0,0.0
7,2,1,5,1,5.0,7,2.0,482907.0901,5879323.19,4,0,12,5,26,44,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,489981.9189,5879569.957,4,0,12,2,44,29,2.0,5.0,0.0
2,2,0,5,2,2.0,6,1.0,485916.8533,5881105.833,3,0,1,5,36,41,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,485021.4599,5883236.9920000015,4,1,12,3,56,24,1.0,5.0,0.0
1,1,1,5,1,5.0,5,1.0,487990.9428,5879997.531,2,0,12,5,55,44,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,489728.7297,5877635.945,5,0,2,4,21,66,1.0,5.0,0.0
5,0,0,5,2,1.0,3,1.0,492177.1683,5876519.302999998,6,0,3,4,79,26,1.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,496182.6932,5878760.609,2,0,3,4,31,33,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,497293.5416,5876624.62,6,0,3,4,40,30,1.0,5.0,0.0
2,0,0,5,2,1.0,6,1.0,490215.6286,5875305.012,3,0,3,4,85,41,2.0,3.0,0.0
2,2,0,5,2,2.0,6,1.0,486304.5622,5883125.39,6,0,2,5,30,36,1.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,474707.8213,5892579.4070000015,3,0,2,4,24,38,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,489801.8622,5884825.7,2,0,2,2,20,42,2.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,486191.7767,5882573.047,3,0,2,4,23,44,1.0,5.0,0.0
5,0,0,5,1,5.0,3,2.0,474542.8733,5892418.647000001,6,0,3,5,74,27,2.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,487011.5333,5879062.356000002,6,0,10,4,48,35,1.0,5.0,0.0
3,0,0,5,1,2.0,6,2.0,486911.4924,5884400.187000001,3,0,1,5,48,27,1.0,5.0,0.0
0,1,0,4,1,5.0,7,1.0,490806.4855,5884149.114,5,0,3,2,59,49,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,492571.9567,5881845.632,4,0,2,4,51,31,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486052.0361,5880408.19,6,0,3,5,39,22,1.0,3.0,0.0
2,0,0,5,2,1.0,6,1.0,492392.58700000006,5876573.325,2,0,3,5,62,29,1.0,5.0,0.0
1,0,1,5,1,5.0,3,1.0,485254.1353,5879565.8160000015,2,0,3,4,41,47,1.0,4.0,1.0
1,0,0,5,1,5.0,7,1.0,492509.4461,5881871.3,6,0,3,4,28,45,1.0,5.0,0.0
3,0,0,5,2,1.0,7,2.0,490077.7062,5885076.563999998,3,0,1,2,20,52,1.0,5.0,0.0
8,0,1,3,1,5.0,7,1.0,480982.669,5887398.124,7,0,1,4,81,43,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,486017.5233,5881297.573,6,0,2,4,59,40,1.0,5.0,0.0
2,0,0,5,1,2.0,6,2.0,480675.0559,5892272.785,5,0,2,4,41,25,1.0,5.0,0.0
3,0,0,5,1,1.0,6,1.0,476079.7019,5891773.062999999,2,0,5,4,41,64,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486007.5605,5881281.857999999,5,0,7,3,47,32,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,483260.6259,5886086.522000001,6,0,7,2,61,46,1.0,3.0,0.0
2,0,1,5,1,2.0,6,2.0,487031.94,5884501.266,3,0,7,2,20,39,1.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,486405.1096,5879719.323,2,1,7,3,63,43,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,488219.266,5881097.299,3,1,7,2,46,67,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,491328.2914,5879545.997,4,1,8,2,74,32,1.0,5.0,0.0
2,2,1,5,1,5.0,2,1.0,492236.5222,5877879.304,5,1,8,6,41,41,2.0,5.0,0.0
3,2,1,5,1,5.0,6,1.0,493214.784,5885623.85,5,0,10,5,54,64,1.0,5.0,0.0
8,2,1,0,1,5.0,1,2.0,491264.5663,5879417.576,1,0,9,1,20,43,1.0,4.0,1.0
2,0,0,5,2,1.0,2,1.0,474532.9186,5892414.161,3,0,9,3,43,51,2.0,5.0,0.0
7,2,2,5,1,5.0,7,2.0,479790.4631,5881696.062999999,1,0,11,2,38,43,1.0,5.0,0.0
3,0,1,5,2,1.0,6,1.0,481034.9803,5891571.915,3,0,12,4,26,47,1.0,5.0,0.0
5,1,1,5,1,5.0,3,2.0,487426.4049,5876395.7579999985,2,0,12,4,30,69,1.0,5.0,0.0
2,1,0,5,2,1.0,6,1.0,481124.4706,5891245.937999999,2,0,12,5,37,22,2.0,5.0,0.0
3,2,0,5,1,5.0,6,2.0,487217.9091,5881510.852999999,3,0,12,5,36,28,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,486074.4489,5878947.592,4,1,12,2,54,63,1.0,5.0,0.0
3,2,0,5,1,5.0,6,1.0,486398.6525,5881280.227999999,4,1,12,6,20,18,1.0,5.0,0.0
2,1,1,5,1,2.0,6,1.0,486221.2373,5882736.24,6,0,12,4,19,64,1.0,5.0,0.0
2,2,0,5,1,5.0,6,1.0,485685.281,5883757.75,5,0,12,5,44,24,1.0,5.0,0.0
5,2,0,5,1,5.0,2,2.0,487091.0014,5881427.7420000015,7,0,12,5,74,21,2.0,3.0,0.0
1,2,0,5,1,5.0,5,2.0,490109.8862,5881387.937000001,4,0,3,5,28,77,2.0,3.0,0.0
2,0,0,5,2,1.0,6,2.0,491337.1522,5876089.681,4,0,3,5,41,52,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,485922.223,5881095.679,4,0,3,5,33,52,1.0,5.0,0.0
1,2,0,5,1,5.0,5,1.0,485679.5063,5880238.359,3,0,2,2,58,43,2.0,5.0,0.0
2,0,1,5,1,5.0,6,1.0,484334.5686,5880517.373,6,0,6,4,38,39,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,485998.9929,5881263.166,4,0,2,4,20,45,2.0,5.0,0.0
1,0,1,5,1,5.0,2,1.0,484492.3783,5882754.294,4,0,6,2,53,48,2.0,5.0,0.0
9,0,1,3,2,1.0,1,1.0,480963.4499,5887682.734,7,0,1,4,25,44,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,486101.7329,5882747.521000002,1,0,2,5,46,51,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,494735.4555,5881761.829,5,0,2,4,57,30,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,493301.8287,5885822.945,6,0,3,3,77,48,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,491663.3935,5879180.642999998,5,0,9,2,53,52,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,486236.377,5881692.95,5,0,2,3,25,28,2.0,5.0,0.0
2,0,0,5,2,1.0,6,1.0,490229.9511,5875315.02,2,0,3,5,40,68,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,493210.4675,5886891.031,5,0,5,4,20,50,2.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,485938.6869,5881153.739,3,0,6,5,34,60,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,489601.7502,5877388.149,7,0,4,4,66,55,2.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,491338.6217,5882450.114,1,0,4,5,47,30,1.0,3.0,0.0
0,0,0,5,1,5.0,7,1.0,487671.486,5883763.783,3,1,4,4,41,45,1.0,5.0,0.0
5,0,0,5,2,1.0,3,1.0,490221.1705,5875327.333,6,0,4,4,65,61,1.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,496335.8576,5879564.3089999985,6,0,3,3,40,64,2.0,5.0,0.0
1,2,1,5,1,5.0,7,1.0,486826.9156,5880858.357000002,2,1,4,6,40,49,2.0,5.0,0.0
3,0,0,5,2,1.0,6,1.0,492392.4721,5876556.351,3,0,8,5,29,57,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,487138.3565,5884598.785,5,1,4,4,29,70,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,485672.9667,5883565.44,5,0,4,4,74,45,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,486374.0783,5882222.583,6,0,4,4,47,63,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,489216.0816,5880793.423,6,0,4,5,19,53,1.0,5.0,0.0
3,0,0,5,2,2.0,6,1.0,485908.9129,5881058.556,3,0,5,4,36,19,1.0,3.0,0.0
3,0,0,5,2,1.0,6,1.0,490027.8856,5875186.592,6,0,3,4,49,42,1.0,5.0,0.0
3,0,0,5,1,2.0,1,1.0,486903.9854,5884390.39,3,0,3,2,34,59,1.0,5.0,0.0
0,2,2,3,2,1.0,1,1.0,475788.0261,5891815.149,2,0,11,1,30,24,2.0,3.0,0.0
0,0,0,5,1,5.0,2,1.0,486191.7483,5880564.9739999985,4,1,9,4,42,72,1.0,3.0,0.0
8,0,0,4,1,5.0,1,1.0,481520.0137,5880847.665,4,0,5,2,49,45,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,487962.6463,5881213.337,2,0,6,2,46,68,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,489119.889,5880827.886,2,0,5,5,49,39,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,482513.4173,5877653.0,4,1,8,4,42,72,2.0,5.0,0.0
5,0,1,5,1,5.0,3,2.0,486784.9682,5882574.034,2,0,6,5,40,52,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486385.3731,5881892.12,4,0,5,5,40,45,1.0,5.0,0.0
4,0,1,5,1,5.0,6,1.0,476006.6982,5891865.466,3,0,5,5,55,38,1.0,5.0,0.0
2,0,0,5,2,2.0,6,2.0,488167.8933,5877538.397000001,4,1,6,2,20,37,1.0,5.0,0.0
0,0,0,4,1,5.0,7,1.0,484305.8162,5881712.799,5,0,6,4,35,45,1.0,5.0,0.0
2,0,0,5,2,1.0,6,1.0,494636.7402,5881048.661,4,0,5,5,62,22,1.0,5.0,0.0
2,0,0,5,1,5.0,3,1.0,486905.4646,5882525.906,4,0,5,3,88,55,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,487581.6652,5883543.311000002,4,0,5,4,76,69,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,493302.1139,5886080.918,4,0,6,4,64,59,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,485492.9901,5879641.016,5,0,5,5,33,55,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,492146.0681,5878083.583,4,1,6,2,22,39,1.0,4.0,1.0
2,0,1,5,1,5.0,6,2.0,486124.1468,5880472.682999998,3,0,9,5,27,18,1.0,3.0,0.0
0,0,0,5,1,5.0,7,1.0,487400.0157,5876328.78,7,0,4,5,21,49,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,496030.4549,5880988.047,1,0,5,4,49,64,2.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,487118.756,5880369.908,6,1,7,5,41,33,1.0,3.0,0.0
1,0,0,5,1,5.0,7,1.0,492456.6275,5880059.732999999,2,1,6,4,49,23,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,485033.2363,5883191.605,3,0,6,1,56,62,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,485960.5245,5879458.292,3,1,8,5,56,56,2.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,493318.2005,5878879.041,5,1,7,4,32,52,1.0,5.0,0.0
0,0,0,5,1,5.0,6,1.0,488413.1451,5881551.584,6,1,7,6,29,35,1.0,3.0,0.0
5,0,0,5,1,5.0,2,1.0,487353.0562,5881203.333,2,1,7,4,46,26,2.0,3.0,0.0
5,0,1,5,1,5.0,3,1.0,488107.1292,5881140.41,2,1,7,3,52,56,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,486782.3366,5879773.395,2,1,6,4,36,28,2.0,5.0,0.0
3,0,1,5,1,5.0,6,2.0,490413.4171,5880364.318,4,1,6,5,36,27,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,494324.8481,5878903.118,5,1,6,4,55,57,1.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,486708.4397,5878718.052,7,1,7,5,40,24,1.0,5.0,0.0
0,1,0,5,1,5.0,7,1.0,495240.4637,5881977.024,2,0,5,1,52,45,1.0,5.0,0.0
3,0,1,5,2,1.0,6,1.0,487163.8561,5885286.981000002,6,1,6,5,31,42,1.0,5.0,0.0
2,0,1,5,2,1.0,6,1.0,490169.1127,5875272.878,2,0,8,4,79,29,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486306.7172,5882362.607999999,3,1,7,5,40,66,2.0,5.0,0.0
1,0,1,5,1,5.0,5,2.0,484687.1698,5881408.33,6,1,6,4,20,80,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,470719.7907,5894689.025,3,1,7,4,80,42,2.0,5.0,0.0
1,0,0,5,1,5.0,1,2.0,491881.9548,5883550.522000001,7,1,7,3,79,53,1.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,484563.3893,5884614.63,7,0,6,4,68,41,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,496768.8348,5878706.641,2,1,6,4,78,54,1.0,5.0,0.0
1,0,0,5,1,5.0,3,1.0,490301.6616,5881309.6170000015,5,1,6,4,56,48,2.0,5.0,0.0
2,1,1,5,1,5.0,6,1.0,487604.2007,5876907.2179999985,6,0,9,2,34,21,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,482560.394,5877805.735,4,0,8,4,30,37,1.0,3.0,0.0
2,0,0,5,2,2.0,6,1.0,486339.8317,5883310.0260000015,2,0,8,3,84,55,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,486742.6944,5881753.7239999985,7,0,8,4,67,50,1.0,5.0,0.0
1,2,0,5,1,5.0,7,2.0,497430.8014,5878113.279,2,0,9,6,20,59,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,489174.5501,5881489.6910000015,4,0,8,3,69,45,1.0,5.0,0.0
5,0,0,5,2,1.0,2,1.0,492414.0867,5876559.702000001,2,1,7,4,50,58,1.0,5.0,0.0
9,0,0,3,2,2.0,1,1.0,470666.3171,5894078.737000002,2,0,8,5,58,41,2.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,487391.3343,5883249.111000001,4,0,8,5,77,37,1.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,476004.9704,5893328.9739999985,5,0,9,4,53,26,1.0,5.0,0.0
2,0,1,5,1,5.0,6,2.0,487752.5761,5881043.991,3,1,7,5,24,65,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,491335.3624,5882978.097,3,0,9,2,38,45,2.0,5.0,0.0
1,0,1,5,1,5.0,5,2.0,483762.0899,5885363.827000001,6,0,9,4,48,69,2.0,5.0,0.0
2,0,0,5,1,2.0,2,2.0,482478.9276,5888474.868,2,0,9,2,42,74,1.0,5.0,0.0
3,0,1,5,1,2.0,6,2.0,486908.7271,5884396.578,6,0,9,4,33,54,1.0,5.0,0.0
5,0,1,5,1,5.0,7,1.0,491838.2356,5879547.786,7,0,9,4,26,40,1.0,5.0,0.0
3,0,1,5,2,2.0,6,2.0,484630.4698,5879139.9679999985,2,0,8,5,50,28,1.0,5.0,0.0
2,2,0,5,1,5.0,6,1.0,485884.3709,5881914.416,2,0,8,6,31,46,2.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,487518.584,5877846.695,3,0,5,5,20,44,1.0,5.0,0.0
3,0,0,5,2,2.0,6,1.0,486857.7423,5884325.738,4,1,8,3,23,38,1.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,486790.3818,5879321.168,5,0,8,6,26,45,1.0,5.0,0.0
2,1,0,5,1,5.0,6,1.0,489805.2536,5877794.228999998,6,0,8,5,60,39,1.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,487008.9013,5882355.853999998,2,0,10,4,19,30,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,487393.1682,5875699.714,3,0,9,4,33,40,2.0,3.0,0.0
1,1,1,5,1,5.0,5,1.0,487838.234,5877566.375,5,0,9,2,31,37,1.0,5.0,0.0
0,0,0,5,1,5.0,7,2.0,487526.9861,5878455.847999998,5,1,10,2,31,45,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,493118.2878,5878845.642000001,4,0,10,5,24,57,1.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,487602.1203,5876687.137999998,6,0,8,4,51,22,1.0,5.0,0.0
8,2,0,0,1,5.0,1,1.0,482071.1934,5877006.5320000015,1,0,10,6,18,45,1.0,3.0,0.0
2,2,0,5,1,5.0,6,1.0,486308.7885,5882359.074,4,1,10,5,31,34,1.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,485663.0403,5883738.72,5,0,9,5,26,52,2.0,5.0,0.0
4,1,1,5,1,5.0,6,1.0,477082.8127,5891755.503,5,1,10,5,58,86,2.0,3.0,0.0
3,0,0,5,1,2.0,6,2.0,485904.3727,5881043.696,4,0,9,4,62,37,1.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,490770.3493,5879819.335,5,0,10,5,53,26,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,486981.9076,5878954.045,2,0,9,3,26,64,1.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,487960.1072,5876512.937999999,2,1,10,3,57,94,1.0,3.0,0.0
4,0,1,5,1,5.0,6,1.0,496771.7179,5880349.014,4,0,10,3,23,30,2.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,483386.6543,5885899.244,5,0,9,4,79,41,1.0,3.0,0.0
3,1,1,5,1,2.0,6,1.0,486250.825,5882817.315,5,1,2,5,67,30,1.0,5.0,0.0
3,1,1,5,1,5.0,6,1.0,495331.5637,5880135.5079999985,2,1,10,2,31,70,1.0,5.0,0.0
0,2,0,4,2,1.0,1,1.0,497508.7566,5875854.73,4,0,9,1,31,45,1.0,6.0,1.0
0,0,0,5,1,5.0,5,1.0,486936.9912,5881172.221,2,0,9,4,51,55,2.0,5.0,0.0
1,2,0,5,1,5.0,5,1.0,486398.5807,5879725.289,5,0,9,5,23,45,1.0,5.0,0.0
6,0,0,5,1,5.0,4,1.0,487712.7192,5881645.1839999985,6,0,3,4,21,34,2.0,3.0,0.0
3,0,0,5,1,5.0,6,1.0,491166.3679,5879301.586,5,0,9,3,54,36,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,488526.6411,5881459.669,6,0,5,3,26,46,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486606.5306,5881977.411,6,0,9,4,50,25,1.0,5.0,0.0
2,0,1,5,1,2.0,6,1.0,487039.9691,5884523.5989999985,6,1,6,5,19,19,1.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,488132.5916,5879960.984,6,0,10,4,65,45,1.0,5.0,0.0
1,0,1,5,1,5.0,7,1.0,488121.8055,5880394.993,1,1,10,5,53,59,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,490066.9956,5880489.488,2,1,10,2,64,21,1.0,5.0,0.0
1,0,1,5,1,5.0,7,1.0,478324.0005,5891621.601,3,1,10,2,65,58,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,495029.0092,5880390.972999998,4,1,7,3,90,30,2.0,5.0,0.0
