OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,Hour,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,Longitude,Latitude
855,2,3,7,319,2018,11,6,4,3,2,6,2,0,1,0,0,1,0,0,561258.3179,5943775.043,9.926552494,53.63916456
856,2,2,3,209,2018,12,12,2,3,2,6,0,0,1,0,0,0,0,1,562446.0412,5935354.62,9.942827732,53.56334733
857,2,1,14,132,2018,10,22,6,3,2,6,2,0,1,0,0,0,0,0,568406.3288,5932872.561,10.03225941,53.54029767
858,2,4,6,415,2018,7,7,2,3,2,6,0,0,1,0,1,0,0,0,567824.3667,5936461.986,10.02425796,53.57263184
859,2,7,10,711,2018,8,12,4,3,0,6,0,0,1,0,1,0,0,0,562434.1699,5925089.544,9.94060291,53.47109207
860,2,3,9,321,2018,9,16,2,3,0,7,0,0,1,0,1,0,0,0,561609.3278,5938297.677,9.930777451,53.58989656
861,2,2,3,209,2018,6,14,2,3,3,6,0,1,0,0,0,0,1,0,562046.8255,5935391.074,9.93680839,53.5637223
862,2,7,10,711,2018,9,17,7,3,5,3,0,0,1,0,0,0,0,0,564528.364,5924631.789,9.972054112,53.46672556
863,2,7,9,710,2018,11,17,6,3,4,6,2,0,1,0,0,0,1,0,563042.6157,5921906.917,9.949129993,53.44241571
864,2,4,3,406,2018,6,20,1,2,3,7,0,0,1,0,1,0,0,0,566871.7741,5942036.7,10.01107038,53.62285479
865,2,1,1,102,2018,12,17,2,3,5,3,2,1,1,0,0,0,0,1,565511.4374,5933616.319,9.988738231,53.54735108
866,2,1,16,136,2018,10,12,6,3,2,6,0,0,1,0,0,0,1,0,568196.5856,5926914.956,10.02779841,53.48678275
867,2,1,16,136,2018,7,10,1,3,2,6,0,0,1,0,0,0,1,0,568847.4345,5928232.269,10.03789472,53.49853697
868,2,3,4,316,2018,11,15,6,3,0,3,0,1,1,0,0,0,0,0,564007.5129,5937514.706,9.96684241,53.5825725
869,2,6,11,612,2018,8,10,1,3,2,6,0,0,1,0,0,0,0,0,571260.6049,5929316.827,10.07451352,53.50796262
870,2,3,8,320,2018,12,16,6,3,2,6,2,0,1,0,0,0,0,1,560695.7765,5940541.638,9.917414608,53.61017042
871,2,3,1,307,2018,10,6,3,3,4,2,2,0,1,0,0,0,0,1,563311.9749,5936150.584,9.956061183,53.57039715
872,2,3,1,306,2018,6,22,7,3,0,7,2,1,0,0,0,0,0,0,563497.165,5936538.85,9.958936222,53.57386424
873,2,1,7,120,2018,10,17,3,3,6,6,0,1,0,1,0,0,0,1,567996.6886,5934457.826,10.02642366,53.55459789
874,2,3,8,320,2018,11,13,7,2,4,2,0,0,1,0,0,1,0,1,560071.0424,5941674.878,9.908191651,53.62042726
875,2,3,7,319,2018,12,14,2,3,5,3,0,0,1,0,0,0,0,1,560230.1635,5943004.803,9.910854362,53.63236149
876,2,1,4,111,2018,10,10,2,3,3,2,0,1,0,0,0,0,1,0,563893.6726,5934518.151,9.96451009,53.55565547
877,2,1,14,133,2018,7,16,2,3,5,3,0,0,0,0,0,0,1,0,568294.0577,5932567.467,10.03049893,53.53757035
878,2,7,2,703,2018,11,12,6,3,2,6,0,0,1,0,0,1,0,0,568346.9592,5922915.557,10.02919437,53.45081958
879,2,1,6,117,2018,8,8,3,3,3,6,0,0,1,0,0,0,0,0,567968.0473,5934106.663,10.02591504,53.55144565
880,2,6,2,603,2018,12,13,2,3,2,6,0,0,1,0,0,0,0,1,581025.1401,5927211.753,10.22117123,53.48763125
881,2,1,3,107,2018,11,18,5,3,2,6,2,0,1,0,0,0,0,0,565165.2222,5933724.91,9.983536418,53.5483701
882,2,1,16,136,2018,6,12,6,3,2,6,0,0,1,0,0,0,0,0,568727.121,5927976.303,10.03602521,53.49625228
883,2,4,13,432,2018,10,14,5,3,8,1,0,0,1,0,0,0,0,1,565360.1437,5944454.262,9.988726902,53.64477258
884,2,6,9,610,2018,6,7,6,3,3,6,0,0,1,0,0,1,0,0,576809.6155,5926118.87,10.15738415,53.47844184
885,2,3,9,321,2018,7,18,7,3,3,6,0,0,1,0,0,0,1,0,561167.321,5938883.015,9.924215484,53.59520896
886,2,2,7,219,2018,6,12,2,3,2,6,0,0,1,0,0,0,0,0,560148.2605,5933407.168,9.907765356,53.54611307
887,2,7,13,714,2018,11,6,4,3,4,7,2,0,1,0,0,0,1,0,558878.4383,5925147.407,9.887052088,53.47202173
888,2,1,12,130,2018,12,8,2,3,2,6,0,0,1,0,0,0,0,1,574199.5688,5931958.001,10.11944562,53.53129217
889,2,4,7,417,2018,7,9,2,3,5,3,0,1,1,0,0,0,0,0,567965.298,5934938.081,10.02605433,53.55891808
890,2,7,9,710,2018,8,6,2,3,3,6,0,0,1,0,0,1,0,0,561036.2393,5922140.327,9.918972857,53.44474966
891,2,3,8,320,2018,9,15,2,3,2,6,0,0,1,0,0,0,0,0,560425.8271,5941606.237,9.91354144,53.61976955
892,2,4,5,410,2018,6,14,6,3,3,2,0,1,1,0,0,0,0,0,567064.7747,5938380.4,10.0132011,53.58997056
893,2,1,19,140,2018,9,11,1,3,2,6,0,0,1,0,0,0,0,0,561862.0561,5931444.456,9.933238456,53.52827425
894,2,1,16,137,2018,6,11,7,3,2,6,0,0,1,0,0,0,0,0,566929.382,5930193.664,10.00940329,53.51641208
895,2,1,8,125,2018,11,17,3,3,2,6,2,0,1,0,0,0,1,1,569859.058,5934138.51,10.05445998,53.55148365
896,2,1,1,102,2018,12,17,6,3,1,6,1,0,1,0,0,1,0,1,565335.8039,5933664.004,9.986097858,53.54780151
897,2,7,14,715,2018,10,15,5,3,2,6,0,0,1,0,0,0,0,0,556117.7556,5925194.661,9.845473667,53.47274791
898,2,7,2,703,2018,7,20,1,3,2,6,0,0,1,0,1,0,0,0,566172.9869,5923559.39,9.996598867,53.45688344
899,2,2,9,221,2018,8,8,3,3,1,6,0,0,1,0,0,0,0,0,555813.8766,5936343.864,9.842882846,53.57298552
900,2,7,14,715,2018,9,9,7,3,5,3,0,1,1,0,0,0,0,0,555919.0025,5925171.1,9.842475402,53.47255729
901,2,2,9,221,2018,6,10,6,3,5,7,0,0,1,0,0,0,0,0,556683.177,5936249.215,9.855991957,53.57204165
902,2,3,9,321,2018,8,10,6,3,2,6,0,0,1,0,0,0,0,0,560668.6038,5938272.705,9.916562399,53.58978183
903,2,2,5,216,2018,11,19,6,3,3,2,2,1,0,0,0,0,1,1,559528.2015,5935521.891,9.898811349,53.56518976
904,2,3,1,306,2018,6,19,6,3,5,3,0,1,1,0,0,0,0,0,562926.8136,5936397.352,9.950295548,53.57266127
905,2,1,12,130,2018,10,13,5,3,2,6,0,0,1,0,0,0,1,0,575092.0187,5931548.147,10.13280879,53.52748208
906,2,1,16,136,2018,7,19,7,3,8,1,0,0,1,0,0,0,1,0,570511.5328,5929454.115,10.06325156,53.50929742
907,2,2,7,219,2018,11,11,5,3,2,6,0,0,0,0,0,1,0,0,560821.8719,5932975.524,9.917846229,53.5421561
908,2,1,7,119,2018,8,10,5,3,2,6,0,0,1,0,0,0,0,0,567958.5917,5934243.933,10.02580218,53.55268053
909,2,1,16,136,2018,12,11,4,3,2,6,0,0,1,0,0,0,1,1,568610.7478,5927733.49,10.03421815,53.49408526
910,2,3,9,321,2018,10,11,1,3,4,6,0,0,1,0,0,0,0,0,561149.0145,5938902.05,9.923942652,53.59538217
911,2,1,3,106,2018,6,19,6,3,4,6,0,1,0,0,0,0,0,0,564708.4243,5933831.747,9.976665195,53.54938676
912,2,7,10,711,2018,9,13,7,3,2,6,0,0,1,0,0,0,0,0,563792.1232,5924961.887,9.961032131,53.469782
913,2,7,2,703,2018,5,15,5,3,2,6,0,0,1,0,0,0,1,0,568065.0573,5924442.79,10.02528074,53.46458176
914,2,3,1,304,2018,6,16,2,3,5,3,0,1,1,0,0,0,0,0,562530.57,5936416.241,9.944316315,53.57287841
915,2,2,9,221,2018,11,12,2,3,5,2,0,1,1,0,0,0,0,0,555815.4332,5936343.558,9.842906296,53.5729826
916,2,2,12,225,2018,12,12,6,3,5,3,0,1,1,0,0,0,0,0,554391.5703,5936733.883,9.821474046,53.57664027
917,2,1,12,130,2018,7,7,6,2,3,6,0,0,0,0,1,1,0,0,576035.5474,5933533.026,10.14752164,53.54518414
918,2,1,16,136,2018,8,11,7,3,2,6,0,0,1,0,0,0,0,0,568741.1366,5928005.14,10.03624276,53.49650962
919,2,2,5,216,2018,9,10,6,3,2,6,0,0,1,0,0,0,0,0,559538.2392,5935193.412,9.89890029,53.56223643
920,2,3,5,317,2018,5,13,5,3,2,6,0,0,1,0,0,0,0,0,563736.1805,5939523.68,9.963155057,53.60066072
921,2,2,9,221,2018,9,12,5,2,3,2,0,1,0,0,0,1,0,0,556586.2185,5936248.577,9.854527817,53.57204638
922,2,1,8,124,2018,11,13,2,3,4,2,0,0,1,0,0,0,0,1,568948.1201,5934248.594,10.04073698,53.5525934
923,2,4,2,403,2018,5,11,5,3,1,5,0,1,1,0,0,0,0,0,564719.8785,5938088.193,9.977720031,53.58763914
924,2,1,16,136,2018,7,17,5,3,2,6,0,0,1,0,0,1,0,0,567633.8644,5930334.905,10.02005667,53.51759129
925,2,4,2,405,2018,6,9,2,3,5,2,0,1,0,0,0,0,1,0,565112.0003,5939424.015,9.983921732,53.59959589
926,2,3,8,320,2018,11,12,3,3,3,6,0,0,1,0,0,1,0,0,560890.6665,5939900.925,9.920234748,53.60438949
927,2,2,9,221,2018,12,11,7,3,3,2,0,1,1,0,0,0,0,0,556553.1132,5936253.853,9.854028899,53.57209737
928,2,3,6,318,2018,8,18,2,3,2,6,1,0,1,0,0,0,0,1,563315.2076,5944736.895,9.957854794,53.64756411
929,2,7,10,711,2018,9,16,7,3,2,6,0,0,1,0,0,0,0,1,560055.9187,5925037.251,9.904768336,53.47089871
930,2,7,1,702,2018,5,15,4,3,3,6,0,0,0,0,1,1,0,0,565657.4526,5923632.582,9.988851216,53.45760575
931,2,3,1,306,2018,9,17,7,3,2,6,0,0,1,0,0,0,0,0,562991.7132,5936336.057,9.951263123,53.57210261
932,2,1,16,136,2018,6,11,6,3,2,6,0,0,1,0,0,0,1,0,568861.7827,5928268.134,10.03811886,53.49885742
933,2,7,14,715,2018,11,17,2,3,0,6,2,0,1,0,1,0,0,1,555487.3297,5925094.748,9.835959099,53.47191673
934,2,7,1,701,2018,10,20,4,3,2,6,2,0,1,0,0,0,0,0,564619.7676,5924584.465,9.973421065,53.46628904
935,2,1,6,115,2018,7,20,6,3,5,2,1,0,1,0,0,0,1,0,567712.0226,5933207.606,10.0218566,53.54339875
936,2,3,4,316,2018,8,16,2,2,2,7,0,0,1,0,1,0,0,0,563916.4032,5937365.798,9.965435903,53.58124533
937,2,1,6,117,2018,9,7,4,3,2,6,0,0,1,0,0,0,1,1,567947.5401,5934152.186,10.02561545,53.55185743
938,2,3,6,318,2018,5,21,4,3,3,6,1,0,1,0,0,0,0,0,562285.429,5941900.388,9.941710366,53.62219531
939,2,2,13,226,2018,8,8,5,3,2,6,0,0,1,0,0,0,0,1,552672.3093,5937141.807,9.795579735,53.58048202
940,2,1,4,111,2018,11,4,6,3,5,3,2,0,1,0,0,0,0,0,564260.657,5933985.233,9.969939509,53.55082118
941,2,3,7,319,2018,5,9,4,3,0,7,0,0,0,0,1,0,0,0,560232.7907,5943034.174,9.910899773,53.63262515
942,2,1,12,130,2018,10,13,4,3,3,6,0,0,1,0,0,1,0,0,576148.0225,5933975.176,10.14932639,53.54914136
943,2,3,4,316,2018,5,8,4,3,3,7,0,0,1,0,0,0,1,0,564126.0075,5937870.87,9.968705199,53.58575896
944,2,3,9,321,2018,7,18,6,3,2,6,0,0,1,0,0,0,0,0,561439.9929,5938581.08,9.928275378,53.59246347
945,2,4,2,405,2018,6,19,2,3,0,1,0,0,0,0,1,0,0,1,565108.9392,5939512.737,9.983894012,53.60039363
946,2,2,7,219,2018,11,11,4,3,9,1,0,0,0,0,0,1,0,0,559680.4792,5933679.297,9.900758433,53.54861219
947,2,7,14,715,2018,8,7,4,3,6,2,0,0,1,1,0,0,0,0,557292.1104,5925063.166,9.863140409,53.47143959
948,2,4,3,406,2018,12,15,2,3,3,6,0,0,1,0,0,0,0,0,566861.601,5942003.884,10.01090955,53.62256116
949,2,4,2,405,2018,10,23,7,3,4,6,2,0,1,0,0,0,0,1,565108.6325,5939497.746,9.983886248,53.60025894
950,2,4,2,404,2018,5,15,4,3,3,2,0,0,0,0,0,0,1,0,565470.4275,5938698.808,9.989184852,53.59303367
951,2,2,7,219,2018,8,10,7,3,1,6,0,0,1,0,0,0,0,0,559469.852,5934261.237,9.897690551,53.55386627
952,2,7,14,715,2018,9,12,5,3,5,3,0,1,0,0,0,0,1,0,555750.6357,5925137.954,9.839933206,53.47227724
953,2,1,4,111,2018,5,12,4,3,3,2,0,1,1,0,0,0,0,0,563986.768,5934236.341,9.965857514,53.55311141
954,2,2,3,209,2018,7,19,4,3,2,6,0,0,1,0,1,0,0,0,562216.7927,5935383.879,9.939372813,53.56363751
955,2,2,1,206,2018,6,12,2,3,3,6,0,0,1,0,0,0,1,0,563465.8316,5935065.396,9.958163719,53.56062564
956,2,6,1,601,2018,11,10,6,3,2,6,0,0,1,0,0,0,0,0,578273.0287,5929385.081,10.1802449,53.50757899
957,2,2,9,221,2018,12,16,5,3,5,3,2,0,1,0,0,0,1,0,556257.1771,5936313.338,9.84957112,53.57266381
958,2,1,3,106,2018,6,8,4,3,5,3,0,1,1,0,0,0,0,0,564599.8703,5933841.701,9.975029072,53.54948958
959,2,3,5,317,2018,10,14,4,3,3,2,0,1,1,0,0,0,0,0,564114.34,5937922.643,9.968539613,53.58622568
960,2,1,16,136,2018,7,16,5,3,2,6,0,0,1,0,1,0,0,0,570246.512,5929460.1,10.05925737,53.50938668
961,2,7,8,709,2018,8,17,6,2,3,6,0,0,1,0,1,0,0,0,561948.5715,5920648.632,9.932413564,53.43123649
962,2,3,1,305,2018,9,8,5,3,4,6,0,1,0,0,0,0,0,0,563577.6682,5936729.376,9.960190593,53.5755668
963,2,1,1,102,2018,5,19,4,3,3,2,0,1,1,0,0,0,0,0,565345.5718,5933661.154,9.986244664,53.54777469
964,2,7,9,710,2018,9,15,3,3,3,6,0,0,1,0,0,1,0,0,561036.1824,5922140.914,9.918972114,53.44475494
965,2,3,8,320,2018,11,17,2,3,4,2,0,0,1,0,0,0,0,1,560071.0466,5941674.909,9.908191721,53.62042755
966,2,4,4,407,2018,12,21,3,3,9,1,2,0,1,0,0,0,0,1,566150.3385,5940948.645,9.999933321,53.61316794
967,2,6,1,601,2018,10,17,2,3,5,3,0,1,1,0,0,0,0,0,579761.3989,5927593.316,10.20222635,53.49125331
968,2,4,5,412,2018,7,6,5,3,0,1,0,1,0,0,0,0,0,0,567357.3517,5938006.995,10.01753991,53.58657722
969,2,1,12,130,2018,8,18,4,3,2,6,0,0,1,0,0,0,0,0,574945.1384,5931614.269,10.13060931,53.52809728
970,2,7,10,711,2018,11,10,2,3,2,6,0,0,1,0,0,0,0,0,564177.8637,5924810.763,9.966811561,53.46837691
971,2,7,13,714,2018,5,18,3,3,2,6,0,0,1,0,0,0,1,1,559844.8847,5925042.746,9.901590498,53.47097212
972,2,4,2,405,2018,10,12,7,3,2,6,0,0,1,0,0,0,0,0,565145.7761,5939598.812,9.984468571,53.60116263
973,2,1,6,116,2018,5,13,3,3,2,6,0,0,1,0,0,0,0,0,567728.1834,5933197.736,10.02209831,53.54330796
974,2,2,7,219,2018,7,6,3,3,5,3,0,0,1,0,0,0,0,1,559425.6043,5934478.696,9.897064067,53.55582569
975,2,6,2,603,2018,6,10,1,2,9,1,0,0,0,0,1,0,0,1,580221.8685,5925884.921,10.20872867,53.47583048
976,2,2,5,216,2018,12,20,4,3,5,3,2,0,1,0,0,0,0,0,559705.22,5935482.7,9.901476284,53.56481742
977,2,2,5,215,2018,10,21,4,3,4,6,2,1,0,0,0,0,0,0,561653.4111,5935355.505,9.930862303,53.563449
978,2,1,4,111,2018,7,15,6,3,5,2,0,1,1,0,0,0,0,0,564257.3946,5933987.563,9.969890754,53.55084252
979,2,6,2,602,2018,9,7,3,3,1,6,0,0,1,0,0,0,0,1,579946.5936,5927262.013,10.20493268,53.48824788
980,2,3,5,317,2018,8,12,5,3,2,6,0,0,1,0,0,0,0,1,564097.0569,5938007.249,9.968295949,53.58698818
981,2,6,1,601,2018,11,18,4,3,6,4,2,0,1,1,0,0,0,0,577391.9252,5930128.775,10.16714581,53.51439282
982,2,3,8,320,2018,5,6,3,3,2,6,0,0,1,0,0,1,0,0,560365.9071,5941334.874,9.912583068,53.61733763
983,2,4,8,418,2018,10,9,3,3,0,3,0,1,0,0,1,0,0,0,567869.7129,5936400.89,10.02492936,53.5720769
984,2,3,9,321,2018,5,18,3,3,4,2,0,1,1,0,0,0,0,0,561815.5728,5937564.995,9.933747728,53.58328742
985,2,1,6,115,2018,7,21,4,3,2,2,1,0,1,0,0,0,0,1,567726.6997,5933221.796,10.02208113,53.54352439
986,2,1,6,117,2018,6,13,1,3,3,6,0,0,1,0,0,0,0,0,568401.6686,5933210.297,10.03226294,53.54333356
987,2,6,11,612,2018,11,16,7,3,3,6,2,0,1,0,0,0,0,1,571582.4762,5929385.731,10.0793817,53.50853815
988,2,3,9,321,2018,8,17,2,3,5,3,0,1,1,0,0,0,0,0,562107.07,5936813.54,9.938000731,53.57649939
989,2,7,13,714,2018,12,7,6,3,4,2,2,0,1,0,0,0,0,1,559818.8441,5925045.923,9.901198842,53.47100364
990,2,4,5,412,2018,10,18,5,2,6,4,1,0,1,1,0,0,0,0,567438.7167,5937794.65,10.01872295,53.58465839
991,2,3,8,320,2018,5,17,3,2,3,6,0,0,1,0,0,1,0,0,560837.869,5940024.975,9.919461153,53.60551051
992,2,3,1,306,2018,8,7,6,3,5,3,0,1,0,0,0,0,0,0,563325.202,5936166.315,9.956264082,53.57053693
993,2,2,5,215,2018,8,15,5,3,1,6,0,0,1,0,0,0,0,0,561399.8511,5935370.551,9.927037484,53.56361394
994,2,7,10,711,2018,9,13,4,3,2,6,0,0,0,0,0,0,1,0,562605.1008,5925098.265,9.943179428,53.47115016
995,2,3,1,304,2018,5,13,3,3,5,3,0,0,1,0,0,0,1,0,562023.4231,5936974.031,9.936769487,53.57795168
996,2,3,8,320,2018,7,13,3,3,2,6,0,0,1,0,0,0,1,0,560424.6218,5941603.738,9.913522736,53.61974723
997,2,1,6,115,2018,6,0,1,3,9,1,2,0,1,0,0,0,0,1,567099.49,5933677.449,10.01271513,53.54769994
998,2,7,13,714,2018,11,16,5,3,2,2,1,0,1,0,0,0,0,0,558982.3902,5925140.412,9.888616689,53.47194723
999,2,3,9,321,2018,12,17,3,3,2,2,2,0,1,0,0,0,0,0,561716.3383,5937949.432,9.932325009,53.58675417
1000,2,2,5,215,2018,10,16,2,3,5,3,0,1,1,0,0,0,0,0,561347.2734,5935375.918,9.926244815,53.56366834
1001,2,4,7,417,2018,7,18,4,3,3,2,0,1,1,0,0,0,0,1,568524.8076,5935515.942,10.03462631,53.56403863
1002,2,2,6,218,2018,8,15,6,3,2,6,0,0,1,0,0,0,1,1,558879.2851,5935794.824,9.889066162,53.56771595
1003,2,3,6,318,2018,9,15,4,3,8,1,0,1,1,0,0,0,0,0,562855.9436,5941401.66,9.950234157,53.61764495
1004,2,7,14,715,2018,5,16,2,3,5,2,0,0,1,0,0,0,1,0,554870.699,5924983.704,9.826650758,53.47098331
1005,2,4,3,406,2018,9,19,3,3,3,2,1,1,1,0,0,0,0,0,565295.49,5939840.266,9.986781225,53.60331399
1006,2,4,5,409,2018,11,11,7,3,2,6,0,0,1,0,1,0,0,1,566408.8826,5938632.046,10.00334727,53.59231563
1007,2,7,10,711,2018,12,17,2,3,2,6,2,0,1,0,0,1,0,1,562252.0543,5925079.141,9.937857588,53.47102014
1008,2,4,5,409,2018,6,8,6,3,2,6,0,0,1,0,1,0,0,1,566035.869,5938856.354,9.997759982,53.59437864
1009,2,2,5,216,2018,10,19,2,3,5,3,2,0,1,0,0,0,0,0,560592.2915,5935491.725,9.914869874,53.56479686
1010,2,7,14,715,2018,7,12,2,3,0,1,0,0,0,0,1,0,0,0,557956.0323,5925113.691,9.873150848,53.47182104
1011,2,1,16,136,2018,8,12,3,3,2,6,0,0,1,0,0,0,0,0,570190.5941,5929461.175,10.05841458,53.5094038
1012,2,4,1,402,2018,11,7,6,3,5,2,0,1,1,0,0,0,0,0,564211.3987,5937684.829,9.969956655,53.58407651
1013,2,4,8,418,2018,10,10,6,3,5,3,0,1,1,0,0,0,0,0,567474.708,5937332.898,10.0191667,53.58050394
1014,2,7,2,703,2018,5,11,1,3,6,4,0,0,1,1,0,0,0,0,566179.5485,5923556.571,9.996697078,53.45685728
1015,2,3,9,321,2018,7,13,1,2,2,6,0,0,1,0,0,0,0,0,560810.71,5938472.5,9.918747943,53.591561
1016,2,3,9,321,2018,6,6,1,3,4,2,1,0,1,0,0,0,0,1,561962.4888,5937093.785,9.935873074,53.57903515
1017,2,4,6,415,2018,11,16,5,3,6,3,2,1,0,1,0,0,0,0,568098.0305,5936092.124,10.02830934,53.56927241
1018,2,3,1,306,2018,12,15,4,3,2,6,0,0,1,0,0,0,1,1,562901.9469,5936419.533,9.949924546,53.57286361
1019,2,3,6,318,2018,7,13,3,3,2,6,0,0,1,0,0,0,0,0,562971.1791,5940979.522,9.951890633,53.61383725
1020,2,3,7,319,2018,8,19,3,3,1,6,0,0,1,0,0,0,0,0,561775.8035,5942479.598,9.934121277,53.6274612
1021,2,6,11,612,2018,9,2,2,3,2,6,2,0,1,0,0,0,0,1,572286.7164,5929311.416,10.0899816,53.50777393
1022,2,1,6,117,2018,5,12,1,3,3,6,0,0,1,0,1,0,0,0,567972.487,5934097.131,10.02597997,53.5513594
1023,2,1,3,106,2018,9,15,2,3,3,6,0,0,1,0,0,1,0,0,564567.598,5933847.613,9.974543273,53.54954669
1024,2,3,1,307,2018,7,15,1,3,2,6,0,0,1,0,0,0,0,0,563280.104,5936161.982,9.95558229,53.57050343
1025,2,2,5,216,2018,6,6,1,3,0,6,0,0,1,0,0,0,1,1,559995.1659,5936573.937,9.906063139,53.57459178
1026,2,7,10,711,2018,11,14,3,3,2,6,0,0,1,0,0,0,0,1,562476.7729,5925092.164,9.941245173,53.47111057
1027,2,1,6,115,2018,12,22,6,3,2,6,2,0,1,0,0,0,0,1,567271.9152,5933519.223,10.01528302,53.54625587
1028,2,2,14,227,2018,10,15,6,3,5,2,0,1,1,0,0,0,0,0,551459.6826,5937130.492,9.777263834,53.5805007
1029,2,1,6,117,2018,11,11,6,3,5,3,0,1,1,0,0,0,0,0,568163.1428,5933703.482,10.02877142,53.54779691
1030,2,3,7,319,2018,8,11,7,3,5,6,0,0,1,0,1,0,0,0,560029.155,5944521.983,9.908107786,53.64601998
1031,2,3,1,304,2018,12,18,5,3,4,6,2,1,0,0,0,0,0,1,562415.442,5936396.026,9.942573907,53.57271045
1032,2,3,8,320,2018,10,4,4,3,4,2,2,0,1,0,0,0,0,1,560032.5975,5941402.127,9.907557913,53.61798037
1033,2,6,11,612,2018,5,19,7,3,2,6,0,0,1,0,0,0,1,0,571392.3713,5929262.658,10.07648766,53.50745792
1034,2,2,5,216,2018,8,16,5,3,2,6,0,0,1,0,0,0,0,0,559544.5958,5935517.247,9.899057966,53.56514615
1035,2,1,12,130,2018,8,15,3,3,8,7,0,0,1,0,0,0,0,0,576365.7609,5934684.239,10.15278525,53.55548191
1036,2,1,6,117,2018,9,14,3,3,3,6,0,0,1,0,0,1,0,0,567945.6347,5934182.228,10.02559323,53.55212766
1037,2,1,4,111,2018,5,5,7,3,5,3,1,0,1,0,0,0,0,0,563985.6286,5934238.031,9.965840663,53.55312674
1038,2,2,14,227,2018,7,12,2,3,2,6,0,0,1,0,0,0,0,0,548975.9248,5937608.438,9.739826879,53.58503421
1039,2,3,1,304,2018,6,3,1,3,1,5,2,0,0,0,0,0,1,1,562877.4403,5936439.531,9.949558538,53.57304627
1040,2,1,12,130,2018,11,6,4,3,2,6,1,0,1,0,0,0,1,0,574832.8845,5931648.695,10.12892446,53.52842266
1041,2,4,6,414,2018,12,7,2,3,5,2,1,1,1,0,0,0,0,1,567514.93,5937444.65,10.0197983,53.58150309
1042,2,3,8,320,2018,10,16,7,3,2,6,0,0,1,0,0,0,0,0,560765.652,5940282.264,9.918420041,53.60783123
1043,2,6,1,601,2018,7,14,3,3,5,3,0,1,0,0,0,0,1,0,579763.4061,5927591.728,10.2022562,53.49123873
1044,2,6,1,601,2018,8,18,5,3,3,6,0,0,1,0,0,0,0,0,577328.9416,5930169.3,10.16620617,53.51476627
1045,2,7,14,715,2018,9,15,2,3,5,3,0,1,1,0,0,0,0,0,555673.8329,5925126.534,9.838774215,53.47218273
1046,2,7,10,711,2018,5,13,6,3,5,3,0,0,1,0,0,0,0,0,562091.0257,5925070.197,9.935430201,53.47095877
1047,2,1,14,133,2018,9,8,2,2,3,2,0,1,1,0,0,0,0,0,568363.4313,5932776.722,10.03159125,53.53944194
1048,2,4,2,405,2018,11,11,7,3,6,4,0,0,1,1,0,0,0,0,565677.7792,5938659.365,9.992308883,53.59265325
1049,2,4,4,407,2018,12,22,2,3,5,3,2,0,1,0,0,0,0,1,565342.5955,5939834.384,9.98749176,53.60325525
1050,2,3,9,321,2018,10,16,7,3,2,6,0,0,1,0,0,0,0,0,561709.8041,5937970.128,9.932230408,53.58694095
1051,2,3,7,319,2018,7,14,2,3,1,2,0,0,1,0,0,1,0,0,561583.0732,5942667.484,9.931244575,53.62917249
1052,2,3,9,321,2018,11,14,6,3,2,6,0,0,1,0,0,0,1,0,561701.8403,5937996.32,9.932115298,53.58717728
1053,2,1,3,107,2018,8,15,3,3,4,6,0,1,0,0,0,0,0,0,565133.3093,5933735.024,9.983056942,53.54846495
1054,2,3,9,321,2018,12,17,1,3,1,5,2,0,1,0,0,0,1,1,562192.5674,5936654.574,9.939260137,53.57506057
1055,2,7,2,703,2018,10,6,3,3,2,6,1,0,1,0,0,0,0,1,567938.9938,5925306.224,10.02356884,53.47235797
1056,2,4,5,409,2018,5,17,6,2,4,2,0,1,1,0,1,0,0,0,566825.2123,5938474.799,10.00960268,53.59084953
1057,2,4,2,405,2018,10,8,5,3,5,3,0,1,1,0,0,0,0,1,565125.9841,5939564.803,9.984162422,53.60085944
1058,2,4,8,418,2018,5,16,6,3,1,7,0,0,1,0,0,0,0,0,567544.5882,5936854.381,10.02011847,53.57619445
1059,2,3,5,317,2018,7,9,7,2,5,3,0,1,1,0,0,0,0,0,563653.6638,5939840.542,9.961972998,53.60351847
1060,2,1,6,117,2018,6,17,7,3,2,6,0,0,1,0,0,0,0,1,567974.4213,5934092.562,10.02600817,53.55131809
1061,2,2,13,226,2018,11,7,4,3,0,6,1,0,1,0,1,0,0,1,552878.0544,5937096.95,9.798679445,53.58005816
1062,2,4,2,403,2018,12,16,2,2,4,2,2,0,1,0,0,0,0,1,565121.4723,5938615.925,9.983896081,53.59233225
1063,2,2,5,216,2018,7,19,2,3,2,6,0,0,1,0,0,0,0,0,559607.721,5935565.378,9.900020142,53.56557157
1064,2,4,8,418,2018,8,19,2,3,1,6,1,0,1,0,0,0,0,1,567701.5079,5936630.781,10.02243951,53.5741647
1065,2,3,1,304,2018,9,9,2,3,0,6,0,0,0,0,1,0,1,0,562426.7781,5936395.793,9.942745028,53.572707
1066,2,2,6,218,2018,5,16,6,3,3,2,0,0,1,0,1,0,0,0,557741.2524,5936158.15,9.871951461,53.57110782
