OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,Hour,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,Longitude,Latitude
214,2,2,7,219,2018,3,12,3,3,2,6,0,0,0,0,0,1,0,0,560674.9702,5932958.329,9.915626352,53.54201855
215,2,3,9,321,2018,4,9,3,3,3,6,0,0,1,0,0,1,0,0,560636.5464,5938183.667,9.916060846,53.58898532
216,2,3,8,320,2018,2,9,5,3,0,2,0,0,0,0,0,0,1,0,560070.9979,5941674.544,9.908190914,53.62042427
217,2,2,6,218,2018,3,16,4,3,0,7,0,1,0,0,0,0,0,0,557960.4952,5936110.954,9.875253067,53.57065947
218,2,7,10,711,2018,3,22,5,2,6,4,2,0,1,1,0,0,0,1,562754.5473,5925088.838,9.9454287,53.47104764
219,2,1,6,115,2018,3,11,3,3,2,6,0,0,1,0,0,0,0,0,568015.5426,5933093.544,10.02641148,53.54233444
220,2,6,1,601,2018,2,19,7,3,3,6,2,0,1,0,0,0,0,1,578217.7549,5929416.021,10.17941936,53.50786526
221,2,6,11,612,2018,3,16,6,2,1,7,0,0,1,0,0,1,0,0,572616.2413,5929485.695,10.09498975,53.50929478
222,2,2,7,219,2018,4,20,2,2,2,6,2,0,1,0,1,0,0,0,560681.7564,5932953.997,9.915727906,53.54197883
223,2,3,9,321,2018,1,3,4,3,5,3,2,0,1,0,0,1,0,1,561051.652,5938793.347,9.922450463,53.59441656
224,2,4,7,417,2018,2,13,3,3,2,6,0,0,1,0,0,0,0,1,568701.1393,5935214.56,10.03722192,53.56130703
225,2,1,3,106,2018,5,17,3,3,1,6,0,0,1,0,0,0,0,1,564620.6945,5933838.906,9.975342751,53.54946191
226,2,7,13,714,2018,4,5,5,3,1,6,2,0,1,0,0,0,0,1,558809.7032,5925151.465,9.886017433,53.47206589
227,2,1,19,140,2018,1,6,6,3,3,6,2,0,1,0,0,0,0,1,561772.3632,5931301.88,9.931857436,53.52700341
228,2,1,14,133,2018,2,16,2,3,2,6,0,0,1,0,0,0,1,1,568187.4321,5932295.411,10.02883105,53.53513919
229,2,5,14,522,2018,4,11,1,2,0,1,0,0,0,0,1,0,0,0,571068.7637,5952218.784,10.07684573,53.71380671
230,2,3,9,321,2018,3,1,2,3,4,2,2,1,1,0,0,0,0,0,561813.0319,5937585.57,9.933713428,53.58347263
231,2,3,1,306,2018,4,18,2,3,2,6,0,0,1,0,0,0,1,0,563496.8411,5936537.997,9.958931157,53.57385661
232,2,1,16,136,2018,1,16,3,3,3,6,1,0,1,0,0,1,0,0,568611.4618,5929091.933,10.0345261,53.50629377
233,2,2,5,217,2018,3,16,2,3,3,6,0,0,1,0,0,1,0,1,559330.9088,5935590.284,9.895845833,53.56582678
234,2,3,9,321,2018,3,16,3,3,1,6,0,0,1,0,0,0,1,0,561108.5332,5938930.629,9.92333668,53.59564374
235,2,1,6,117,2018,5,17,4,2,6,7,0,1,0,1,0,0,0,0,568268.8972,5933442.974,10.0303104,53.54544194
236,2,2,5,215,2018,4,17,4,3,2,6,0,0,1,0,0,0,0,0,560616.3839,5938059.114,9.915732085,53.58786825
237,2,7,12,713,2018,1,19,2,2,3,1,2,0,1,0,0,1,1,1,560598.5516,5929500.293,9.91380408,53.51094832
238,2,7,12,713,2018,2,1,5,3,2,6,2,0,1,0,0,1,0,1,560553.4867,5929460.826,9.913116988,53.5105988
239,2,1,8,124,2018,1,20,5,3,4,2,2,0,1,0,0,0,0,1,568954.9528,5934248.95,10.04084017,53.5525957
240,2,7,10,711,2018,5,7,7,3,2,6,0,0,1,0,0,0,0,0,561908.9594,5925063.17,9.932686302,53.47091705
241,2,1,8,125,2018,3,10,7,3,2,6,0,0,1,0,0,0,0,1,570575.67,5934015.987,10.0652469,53.55028669
242,2,6,11,612,2018,1,11,3,3,3,7,0,0,1,0,0,1,0,0,572334.8504,5929346.647,10.09071538,53.50808394
243,2,4,8,419,2018,4,19,6,3,2,6,1,0,1,0,0,0,0,0,567511.1843,5937457.24,10.01974445,53.58161672
244,2,1,6,117,2018,1,16,3,3,2,6,1,0,1,0,0,0,0,1,568167.3697,5933694.758,10.0288333,53.54771795
245,2,1,16,136,2018,2,15,6,3,2,6,0,0,1,0,0,0,0,0,567863.8319,5925952.606,10.02257631,53.47817687
246,2,3,1,306,2018,5,17,2,3,3,2,0,1,0,0,0,0,0,0,563524.3974,5936612.309,9.959362368,53.57452114
247,2,7,2,703,2018,4,2,3,3,2,6,2,0,1,0,0,1,0,1,568253.9086,5923322.042,10.02788164,53.45448484
248,2,3,7,319,2018,1,0,5,3,9,7,2,0,0,0,0,1,0,0,560233.1569,5943046.397,9.910907677,53.63273496
249,2,7,13,714,2018,2,18,7,3,3,7,2,0,1,0,0,0,0,0,559376.0286,5925120.975,9.8945427,53.4717283
250,2,1,19,140,2018,4,17,6,3,2,6,0,0,1,0,0,0,1,0,561206.4838,5930440.576,9.923153847,53.51932868
251,2,1,12,130,2018,3,14,7,2,2,6,0,0,1,0,0,1,0,0,575902.8525,5933070.308,10.14540719,53.54104498
252,2,3,9,321,2018,4,12,7,3,2,6,0,0,1,0,0,0,0,0,560675.7809,5938288.556,9.916673896,53.58992345
253,2,6,2,602,2018,1,17,2,3,2,6,2,0,1,0,0,0,0,1,580493.6046,5927073.922,10.21312681,53.48647418
254,2,3,6,318,2018,3,20,7,3,2,6,2,0,1,0,0,0,0,1,563289.8397,5944745.603,9.957472851,53.64764544
255,2,2,13,226,2018,5,17,2,3,4,2,0,0,1,0,0,0,0,0,553121.5839,5937037.941,9.802347319,53.57950319
256,2,3,7,319,2018,4,11,3,3,0,3,0,0,1,0,0,0,1,0,560200.19,5943725.752,9.910540657,53.63884434
257,2,4,5,409,2018,1,15,1,3,2,6,0,0,1,0,0,0,0,1,566130.1196,5938873.092,9.99918736,53.59451718
258,2,1,3,107,2018,2,0,1,3,2,6,2,0,1,0,0,0,0,0,564918.7075,5933804.47,9.979832896,53.54911566
259,2,1,14,132,2018,1,16,3,2,5,2,2,1,1,0,0,0,0,0,568396.948,5932898.406,10.03212352,53.54053117
260,2,1,6,117,2018,5,18,6,3,0,7,0,0,1,0,0,0,0,0,568089.8628,5933854.955,10.0276986,53.54916772
261,2,7,14,715,2018,3,16,5,3,2,6,0,0,1,0,0,0,0,0,556828.5651,5925121.212,9.856168177,53.47201153
262,2,2,5,216,2018,1,9,2,3,3,6,0,0,0,0,0,1,1,0,560443.8866,5935552.922,9.912641293,53.56536397
263,2,4,2,403,2018,2,17,4,2,5,3,2,1,1,0,0,0,0,0,565063.4052,5938358.202,9.982965149,53.59002325
264,2,1,12,130,2018,4,10,4,3,2,6,0,0,1,0,0,1,0,0,575490.9102,5932140.976,10.13896796,53.53275259
265,2,2,5,215,2018,3,11,4,3,1,6,0,0,1,0,0,0,0,0,561544.8779,5935358.412,9.929224445,53.56348787
266,2,1,16,136,2018,2,13,6,3,2,6,0,0,1,0,0,1,0,0,568609.8386,5927731.591,10.03420403,53.49406832
267,2,2,5,216,2018,4,11,5,3,1,6,0,0,1,0,0,0,0,1,559605.807,5935498.006,9.899978392,53.56496628
268,2,1,19,140,2018,3,11,5,3,0,7,0,0,1,0,0,0,1,1,561883.8835,5931955.21,9.933668658,53.53286204
269,2,3,9,321,2018,4,17,6,3,0,1,0,0,0,0,1,0,0,0,560661.7369,5938256.799,9.916455577,53.58963967
270,2,2,5,217,2018,1,11,2,3,5,3,0,0,1,0,0,0,0,1,558842.2867,5935819.278,9.888512174,53.56793988
271,2,6,11,612,2018,5,17,5,3,0,6,0,0,1,0,1,0,0,0,571782.9024,5928930.391,10.08229905,53.50441865
272,2,2,5,215,2018,3,18,6,3,2,6,2,0,1,0,0,0,1,0,560962.6469,5935405.179,9.920444111,53.56397613
273,2,4,13,432,2018,5,7,7,2,9,1,0,0,1,0,0,0,0,0,565263.283,5944705.081,9.987314547,53.64703881
274,2,2,3,208,2018,4,11,2,3,2,6,0,0,1,0,0,0,0,0,562961.3089,5935219.05,9.950578897,53.56206735
275,2,7,1,701,2018,1,18,5,3,2,2,2,0,1,0,0,0,0,1,564946.9808,5924418.046,9.97831497,53.4647531
276,2,3,1,306,2018,2,16,5,3,6,4,0,1,0,1,0,0,0,1,563462.4635,5936456.336,9.958395468,53.57312686
277,2,7,14,715,2018,5,18,5,3,4,2,0,0,1,0,0,0,0,0,555748.595,5925137.644,9.83990241,53.47227467
278,2,3,5,317,2018,3,10,4,3,0,2,0,1,0,0,1,0,0,1,563974.1863,5938794.55,9.96660154,53.59407885
279,2,1,4,110,2018,2,13,3,3,1,5,0,1,1,0,0,0,0,0,563671.6158,5934945.214,9.961245542,53.5595206
280,2,4,4,407,2018,4,8,3,3,2,6,0,0,1,0,0,0,0,0,566810.259,5941772.185,10.0100837,53.62048542
281,2,6,9,610,2018,3,7,2,3,2,6,0,0,1,0,0,0,0,0,578628.2312,5925530.475,10.18463379,53.47288557
282,2,1,3,106,2018,4,22,3,3,3,6,2,0,1,0,0,0,0,0,564333.2047,5933925.403,9.971022049,53.55027458
283,2,7,8,709,2018,1,9,4,3,2,2,0,0,1,0,0,0,0,1,562185.1932,5921431.878,9.936129229,53.43824813
284,2,1,1,102,2018,2,17,4,3,2,6,0,0,1,0,0,0,0,1,565332.8994,5933664.851,9.986054206,53.54780949
285,2,3,5,317,2018,5,5,3,3,3,2,0,1,1,0,0,0,0,0,564111.1649,5937936.512,9.968494506,53.58635072
286,2,4,2,403,2018,4,7,6,3,1,6,0,0,1,0,0,0,0,0,565122.9757,5938715.656,9.983939616,53.59322836
287,2,2,6,218,2018,1,18,3,3,5,3,2,0,1,0,0,0,0,1,558113.7923,5936021.573,9.877551054,53.56983919
288,2,3,4,316,2018,4,6,4,3,4,2,0,0,1,0,1,0,0,0,564183.3482,5937674.96,9.96953097,53.58399125
289,2,7,1,701,2018,1,10,5,3,1,1,0,0,1,0,0,0,0,0,564552.7018,5924619.105,9.972418073,53.46660859
290,2,1,6,115,2018,3,7,5,3,8,7,0,0,1,0,0,0,0,0,567415.3572,5933401.734,10.01742218,53.54518158
291,2,6,9,610,2018,5,8,4,2,2,6,0,0,1,0,0,0,0,0,576798.8655,5926125.094,10.15722372,53.47849934
292,2,4,4,407,2018,4,8,7,3,5,3,0,0,1,0,0,0,0,0,565353.7046,5939852.099,9.987663334,53.60341307
293,2,2,6,218,2018,1,8,4,3,6,4,2,0,1,1,0,0,0,1,557617.3359,5936164.537,9.870081612,53.57117884
294,2,3,6,318,2018,2,15,4,3,5,3,0,1,1,0,0,0,0,0,563040.1361,5940895.115,9.952915766,53.61307037
295,2,2,14,227,2018,5,13,4,3,1,6,0,0,1,0,0,1,0,0,549935.4425,5937428.368,9.754291102,53.58332529
296,2,3,9,321,2018,3,14,3,3,2,6,0,0,1,0,0,1,0,0,560791.8357,5938450.713,9.918458578,53.59136738
297,2,1,8,124,2018,2,19,6,3,2,6,2,0,1,0,0,0,0,1,569543.3148,5934196.166,10.04970783,53.55204372
298,2,3,9,321,2018,3,10,5,3,0,1,0,0,0,0,1,0,0,0,561462.6923,5938579.362,9.928617947,53.59244537
299,2,6,1,601,2018,3,8,6,2,6,5,0,0,0,1,0,0,1,0,577390.0924,5930129.96,10.16711846,53.51440373
300,2,3,1,307,2018,4,15,2,3,2,6,0,0,1,0,0,0,0,1,563179.2546,5936208.344,9.954068992,53.57093226
301,2,4,2,405,2018,1,8,4,3,2,2,1,0,1,0,0,0,0,1,565134.9989,5939581.545,9.984302127,53.60100878
302,2,3,6,318,2018,2,6,1,1,9,1,2,0,1,0,0,0,0,0,562398.735,5941751.342,9.943393344,53.6208423
303,2,6,9,610,2018,5,7,2,3,2,6,0,0,1,0,0,0,0,0,577329.5278,5925868.613,10.16515491,53.4761167
304,2,1,16,137,2018,4,7,4,3,2,6,0,0,1,0,0,0,1,0,566258.7212,5929260.65,9.999093077,53.50811178
305,2,2,5,216,2018,1,11,6,3,6,3,0,0,1,1,0,0,0,0,560026.6777,5935588.265,9.906349523,53.56572951
306,2,4,2,405,2018,2,20,2,2,0,7,2,1,0,0,0,0,0,2,565116.6029,5939101.269,9.983923866,53.59669474
307,2,7,10,711,2018,4,4,6,3,5,2,1,0,0,0,0,1,0,1,563912.5248,5924931.68,9.962839563,53.46949592
308,2,3,7,319,2018,3,14,2,3,3,3,0,0,1,0,0,1,0,0,561349.1292,5943981.835,9.92796664,53.64101241
309,2,6,9,610,2018,4,13,1,3,0,6,0,0,1,0,0,0,0,0,578445.2947,5925542.294,10.18188122,53.47301907
310,2,4,3,406,2018,1,14,3,3,3,2,0,1,1,0,0,0,0,0,565295.49,5939840.266,9.986781225,53.60331399
311,2,1,3,106,2018,2,13,3,3,3,6,0,0,1,0,0,1,0,0,564399.61,5933890.625,9.972017026,53.54995389
312,2,2,3,209,2018,5,21,3,3,0,5,2,1,1,0,0,0,0,0,562590.1465,5935395.44,9.945011327,53.56369702
313,2,1,1,102,2018,3,16,3,3,2,6,0,0,1,0,1,0,0,0,565391.2588,5933649.61,9.98693168,53.54766525
314,2,7,13,714,2018,4,18,2,3,2,6,0,0,1,0,0,0,0,0,558788.9507,5925152.621,9.885705036,53.47207859
315,2,1,4,111,2018,2,12,5,3,0,3,0,1,0,0,0,0,1,0,564027.1937,5934181.868,9.966456474,53.55261692
316,2,7,9,710,2018,3,12,3,2,8,7,0,0,1,0,0,0,0,0,562965.4385,5921849.259,9.947956701,53.44190673
317,2,3,7,319,2018,3,15,5,3,2,6,0,0,1,0,0,0,0,0,561575.7558,5944528.378,9.93150233,53.64589772
318,2,1,4,110,2018,4,8,6,3,5,3,0,1,0,1,0,0,0,0,563579.1196,5935008.61,9.959862247,53.56010158
319,2,2,7,219,2018,1,7,3,3,2,6,2,0,1,0,0,0,1,0,560821.627,5932975.693,9.917842567,53.54215765
320,2,3,8,320,2018,2,9,6,3,3,6,0,0,1,0,0,1,0,0,560554.2449,5940809.744,9.915327776,53.61259636
321,2,7,13,714,2018,1,12,6,2,6,4,0,0,1,1,0,0,0,1,559287.0754,5925126.423,9.893203763,53.47178728
322,2,1,16,136,2018,5,14,1,3,2,6,0,0,1,0,0,0,0,0,568254.6049,5926980.332,10.02868689,53.48736278
323,2,4,2,404,2018,4,8,3,3,3,7,0,0,1,0,0,0,1,1,565523.1783,5938708.585,9.989983781,53.59311495
324,2,1,6,117,2018,1,22,4,3,2,6,2,0,1,0,0,0,1,0,568377.056,5933222.835,10.03189432,53.54344945
325,2,1,8,121,2018,2,15,7,3,0,7,0,0,0,1,0,0,1,1,568860.9058,5934804.672,10.03954326,53.55760238
326,2,1,1,102,2018,4,10,6,3,3,6,0,0,1,0,0,1,0,0,565369.7847,5933655.11,9.98660878,53.54771736
327,2,1,6,117,2018,3,13,6,3,3,6,0,0,1,0,0,0,0,0,568091.5967,5933809.715,10.02771491,53.54876092
328,2,3,7,319,2018,4,12,7,3,2,6,0,0,1,0,0,0,0,0,561142.4622,5943541.336,9.924754447,53.6370777
329,2,1,6,115,2018,1,14,2,3,2,6,0,0,1,0,0,0,0,1,567911.4682,5933127.837,10.02484863,53.5426561
330,2,1,6,115,2018,3,15,6,3,2,6,0,0,1,0,0,0,0,0,567524.3413,5933318.934,10.01904879,53.54442344
331,2,4,5,409,2018,5,15,1,3,4,6,0,1,0,0,0,0,0,0,566051.3057,5938858.598,9.997993657,53.59439686
332,2,1,12,130,2018,4,7,2,3,8,1,0,0,1,0,0,0,0,0,576388.3206,5934792.761,10.15315224,53.5564539
333,2,1,1,102,2018,1,18,7,3,2,6,2,0,1,0,0,0,1,1,565310.1688,5933672.302,9.98571275,53.54787928
334,2,3,6,318,2018,3,5,1,3,8,1,2,0,1,0,0,0,0,1,562838.3876,5941417.429,9.949971973,53.61778877
335,2,3,7,319,2018,3,16,2,2,5,3,0,0,1,0,1,0,0,0,562231.2252,5944847.347,9.941480494,53.64868682
336,2,2,12,225,2018,5,13,4,3,5,2,0,1,1,0,0,0,0,0,554481.9917,5936713.792,9.822836017,53.57645031
337,2,1,3,107,2018,4,1,4,3,0,7,2,1,0,0,0,0,0,0,564947.7242,5933795.456,9.980268909,53.54903105
338,2,1,1,102,2018,1,13,2,3,2,6,0,0,1,0,0,0,0,1,565395.5032,5933648.578,9.986995513,53.54765545
339,2,7,13,714,2018,2,7,3,2,2,2,0,0,1,0,0,0,0,0,558500.248,5925149.345,9.881355443,53.47208131
340,2,2,12,225,2018,1,15,4,3,6,2,0,0,1,1,0,0,0,1,554482.6033,5936713.673,9.822845232,53.57644918
341,2,2,3,209,2018,5,10,7,3,2,6,0,0,1,0,0,0,0,0,562066.9432,5935390.155,9.937111908,53.56371167
342,2,1,4,111,2018,3,4,7,3,3,6,2,0,1,0,0,0,0,0,563891.486,5934530.639,9.96447964,53.55576797
343,2,7,2,703,2018,1,5,2,3,2,6,2,0,1,0,0,0,1,1,567899.0215,5925444.891,10.02299669,53.47360936
344,2,3,9,321,2018,2,19,6,3,3,6,2,0,1,0,0,0,1,0,561037.2782,5939484.105,9.922368539,53.60062633
345,2,3,4,316,2018,4,14,5,3,5,2,0,1,1,0,0,0,0,1,563793.333,5937145.045,9.963532139,53.57927635
346,2,2,3,209,2018,3,20,5,3,5,3,2,1,1,0,0,0,0,0,562521.1055,5935958.932,9.944081853,53.56876955
347,1,0,56,44,2018,12,19,5,2,2,6,2,0,1,0,0,0,0,1,556394.389,5939184.037,9.852161837,53.59844963
348,2,6,11,612,2018,4,17,5,2,2,6,0,0,1,0,0,1,0,0,571114.6443,5929339.566,10.07231822,53.50818673
349,2,3,1,306,2018,1,17,1,3,2,6,2,0,1,0,0,0,0,1,563521.3085,5936603.345,9.959313902,53.57444095
350,2,6,3,604,2018,5,10,4,2,0,1,0,0,0,0,1,0,0,0,582345.5138,5925899.038,10.24072189,53.47562947
351,2,3,7,319,2018,3,12,6,3,2,6,0,0,1,0,0,0,0,0,561507.1773,5944647.807,9.930488672,53.64697913
352,2,2,3,209,2018,5,12,7,3,2,3,0,0,1,0,0,0,0,0,562214.2589,5935383.955,9.939334578,53.56363849
353,2,7,10,711,2018,4,11,7,2,3,6,0,0,1,0,0,0,0,0,562875.8623,5925078.755,9.94725408,53.47094255
354,2,1,14,132,2018,1,18,5,3,2,2,2,0,1,0,0,0,0,2,568402.4259,5932894.831,10.03220539,53.54049833
355,1,0,62,76,2018,11,9,4,2,8,7,0,0,0,0,0,1,0,0,570999.4576,5952143.616,10.07577856,53.71314062
356,2,1,11,128,2018,2,9,4,3,2,6,0,0,1,0,0,0,1,0,571970.1404,5933329.873,10.08613259,53.5439313
357,2,1,6,117,2018,3,17,3,3,5,3,0,0,1,0,0,0,0,0,568277.9842,5933424.1,10.0304434,53.54527114
358,2,3,9,321,2018,2,8,2,2,5,3,0,1,1,0,0,0,0,0,561880.5514,5937248.913,9.934666438,53.58043901
359,2,3,9,321,2018,2,17,7,3,3,2,2,0,1,0,0,0,0,0,561075.808,5938969.975,9.922849986,53.59600117
360,2,4,2,403,2018,1,12,3,3,5,3,0,1,1,0,0,0,0,0,565040.8641,5938325.403,9.982617819,53.58973127
361,2,2,5,217,2018,5,14,6,3,1,5,0,1,1,0,0,0,0,0,557603.5777,5936165.399,9.869874034,53.5711881
362,2,3,7,319,2018,3,12,5,3,0,4,0,0,1,1,0,0,0,1,559999.5966,5944668.251,9.907688925,53.64733792
363,2,6,1,601,2018,2,15,3,3,2,6,0,0,1,0,0,0,0,0,579758.8641,5927595.275,10.20218865,53.4912713
364,2,1,16,136,2018,4,16,3,3,3,6,0,0,1,0,0,1,0,0,570131.7197,5929446.907,10.05752378,53.50928343
365,2,3,6,318,2018,3,7,3,3,5,2,0,1,1,0,0,0,0,1,563319.7718,5940659.992,9.957094306,53.61092353
366,2,1,6,115,2018,4,16,3,3,2,6,0,0,1,0,0,0,0,0,567909.0811,5933128.593,10.02481278,53.5426632
367,2,6,9,610,2018,1,7,5,3,2,6,2,0,1,0,0,0,0,1,577007.0637,5926015.131,10.16033323,53.4774807
368,2,3,4,316,2018,3,9,5,3,0,6,0,0,1,0,0,0,0,0,564180.7782,5937698.666,9.96949703,53.58420462
369,2,7,14,715,2018,5,12,3,3,0,7,0,1,0,0,0,0,0,0,555265.3026,5925052.501,9.832607047,53.47156038
370,2,1,8,124,2018,4,9,6,3,1,6,0,0,1,0,0,0,0,0,569578.6401,5934189.347,10.05023942,53.55197776
371,2,7,10,711,2018,1,16,3,3,1,6,2,0,1,0,0,0,0,1,563985.2309,5924907.249,9.963929732,53.46926752
372,2,1,14,132,2018,2,6,3,3,3,6,2,0,1,0,0,1,0,1,568488.0712,5933025.96,10.03352627,53.54166564
373,2,3,6,318,2018,5,6,4,3,5,3,0,1,0,0,0,0,1,0,562684.3226,5944954.025,9.948355775,53.64959147
374,2,2,5,216,2018,3,13,3,3,2,6,0,0,1,0,0,0,0,0,559565.2135,5935264.937,9.899321124,53.56287619
375,2,4,7,417,2018,4,16,3,2,5,2,0,1,0,0,0,0,1,1,568505.9905,5935519.805,10.0343431,53.5640758
376,2,3,9,321,2018,2,8,5,3,3,6,0,0,1,0,0,1,0,0,561077.0386,5938856.677,9.922846387,53.59498278
377,2,1,4,111,2018,3,17,5,3,6,2,0,0,0,1,0,0,1,0,564076.532,5934121.44,9.967188708,53.55206781
378,2,1,3,106,2018,3,15,6,3,6,4,0,0,1,1,0,0,0,0,564325.9378,5933931.22,9.970913579,53.55032775
379,2,1,6,117,2018,4,13,6,3,4,2,0,0,1,0,0,0,0,1,568383.4404,5933209.383,10.03198771,53.54332772
380,2,1,6,117,2018,1,18,3,3,2,6,2,0,1,0,0,0,1,1,568134.9569,5933721.922,10.02835011,53.54796628
381,2,1,16,136,2018,2,14,6,3,3,6,0,0,1,0,0,0,0,0,567841.0168,5925925.384,10.02222671,53.47793516
382,2,3,1,307,2018,3,21,7,2,3,7,2,0,1,0,0,0,0,0,562970.2329,5936355.893,9.95094279,53.57228346
383,2,2,5,217,2018,4,17,2,3,5,2,0,1,1,0,0,0,0,1,558029.688,5936071.426,9.876290458,53.57029656
384,2,1,7,119,2018,1,15,4,3,5,3,0,0,1,0,0,0,0,0,568940.176,5934441.291,10.04065958,53.55432623
385,2,1,8,125,2018,2,19,3,3,3,6,2,0,1,0,0,0,0,2,569937.6921,5934122.312,10.05564305,53.5513276
386,2,2,1,206,2018,5,11,3,3,2,6,0,0,1,0,1,0,0,0,563369.5542,5935096.579,9.956716735,53.56091752
387,2,7,14,715,2018,4,12,5,3,5,3,0,1,1,0,0,0,0,0,555918.3284,5925170.98,9.842465226,53.47255629
388,2,1,1,101,2018,1,13,2,3,2,6,0,0,1,0,0,0,1,0,566398.5412,5933637.349,10.00212917,53.54742865
389,2,6,11,612,2018,2,9,2,3,2,6,0,0,1,0,0,0,1,1,570953.079,5929408.782,10.06989815,53.50883061
390,2,3,8,320,2018,4,20,2,3,2,6,1,0,1,0,0,0,0,0,560057.6083,5941578.473,9.907969979,53.61956238
391,2,1,6,117,2018,3,6,2,3,2,6,1,0,1,0,0,0,0,0,568010.1416,5934103.218,10.02654956,53.55140923
392,2,1,14,132,2018,4,8,2,3,2,6,0,0,0,0,1,1,1,0,568484.0047,5932931.63,10.03344427,53.54081841
393,2,7,14,715,2018,1,14,3,3,6,7,0,0,1,1,0,0,0,0,555655.6224,5925123.918,9.838499427,53.47216114
394,2,1,16,136,2018,3,18,2,2,2,6,2,0,1,0,0,0,0,1,568522.415,5929737.701,10.03332485,53.51210902
395,2,1,19,140,2018,3,13,4,3,3,6,0,0,1,0,0,0,0,1,561531.7709,5930922.907,9.928154076,53.52362564
396,2,1,16,136,2018,4,17,4,3,3,6,0,0,1,0,0,1,0,0,568495.0198,5927491.8,10.03242125,53.49192822
397,2,1,4,111,2018,1,17,3,3,2,6,1,0,1,0,0,0,0,1,563861.4138,5934699.762,9.964060307,53.55729159
398,2,7,13,714,2018,2,16,5,2,2,6,0,0,1,0,0,0,0,0,558668.2982,5925155.148,9.883888014,53.47211476
399,2,6,11,612,2018,1,19,5,2,2,6,2,0,1,0,0,1,0,1,572768.1144,5929536.124,10.09729111,53.509727
400,2,1,1,102,2018,5,16,1,3,2,6,0,0,1,0,0,0,0,0,565484.5424,5933624.109,9.988334013,53.54742444
401,2,7,10,711,2018,3,11,7,3,6,2,0,0,1,1,0,0,0,1,562752.4435,5925089.057,9.945397054,53.47104986
402,2,2,12,225,2018,1,14,4,3,4,2,0,1,1,0,0,0,0,0,554528.906,5936703.447,9.823542671,53.57635245
403,2,2,6,218,2018,2,11,7,3,0,3,0,0,1,0,1,0,0,0,557673.8053,5936161.477,9.870933685,53.57114514
404,2,4,5,409,2018,4,18,5,3,5,3,0,1,1,0,0,0,0,1,566070.224,5938861.348,9.998280036,53.59441919
405,2,1,19,140,2018,3,22,5,3,9,1,2,0,1,0,0,0,0,1,561109.8789,5930309.35,9.921671402,53.51816053
406,2,2,12,225,2018,6,14,6,3,5,2,0,0,1,0,0,0,0,0,553862.1414,5936849.922,9.813499011,53.57773781
407,2,6,11,612,2018,9,9,7,2,2,6,0,0,1,0,0,0,1,0,571831.1684,5928911.696,10.08302235,53.50424405
408,2,7,13,714,2018,6,15,6,3,2,6,0,0,1,0,0,0,0,0,558387.9967,5925141.429,9.879663031,53.47202262
409,2,2,3,209,2018,11,0,3,3,8,1,2,0,1,0,0,0,0,1,562521.9606,5935986.406,9.944100263,53.56901637
410,2,3,6,318,2018,12,21,5,3,8,1,2,0,1,0,0,0,0,1,562077.1005,5942216.556,9.938624103,53.62506154
411,2,7,14,715,2018,10,15,4,3,4,2,0,1,1,0,0,0,0,0,557300.3518,5925063.348,9.863264588,53.47144033
412,2,4,2,403,2018,7,16,1,3,4,2,0,0,1,0,0,0,0,0,565089.0957,5938361.458,9.983353893,53.59004933
413,2,2,5,215,2018,8,18,2,3,5,2,0,1,1,0,0,0,0,0,561690.4633,5935355.763,9.931421699,53.56344696
414,2,4,5,409,2018,9,9,5,3,0,1,0,1,0,0,0,0,0,0,566525.9878,5938587.382,10.00510674,53.59189938
415,2,2,7,219,2018,6,8,6,3,2,6,2,0,1,0,0,0,0,1,560796.4105,5932961.187,9.917459266,53.54203019
416,2,4,7,417,2018,8,0,5,2,5,3,2,1,1,0,0,0,0,0,568362.2723,5935271.426,10.0321192,53.56186233
417,2,1,4,110,2018,11,15,6,3,3,6,0,0,1,0,0,1,0,0,563736.2862,5934881.174,9.962208654,53.55893721
418,2,3,9,321,2018,6,16,6,3,3,2,0,1,1,0,0,0,0,0,562055.4461,5936912.027,9.937240749,53.57739064
419,2,7,8,709,2018,10,8,4,3,2,6,0,0,1,0,0,0,1,0,562111.8724,5921255.563,9.934990839,53.43667212
420,2,6,11,612,2018,6,22,5,3,9,7,2,0,1,0,0,0,0,1,572460.4901,5929315.044,10.09260218,53.50778263
421,2,1,7,119,2018,7,22,6,3,4,2,1,0,1,0,0,0,0,0,568946.122,5934254.265,10.04070807,53.55264463
422,2,4,6,415,2018,11,13,4,3,2,2,0,0,1,0,0,0,0,0,568086.1391,5936106.806,10.02813301,53.56940589
423,2,3,1,305,2018,8,9,5,3,5,3,0,1,0,0,0,0,0,0,563698.1869,5936981.072,9.962061818,53.57781425
424,2,7,10,711,2018,12,10,2,3,3,6,0,0,1,0,0,0,0,0,561315.6294,5924710.833,9.923680043,53.46781983
425,2,3,1,304,2018,10,17,7,3,3,6,0,0,1,0,0,0,0,0,562774.2679,5936477.396,9.948008303,53.57339894
426,2,1,6,115,2018,6,14,5,3,6,4,0,0,0,1,0,0,1,1,566987.553,5933694.187,10.01102957,53.54786466
